customer_id,age,gender,country,registration_date,acquisition_channel
CUST_05685,28,Female,France,2023-12-12 19:19:54,Google Ads
CUST_07860,41,Male,France,2024-04-23 03:05:47,Google Ads
CUST_05889,18,Female,USA,2023-12-25 05:11:47,Organic Search
CUST_05539,20,Female,Australia,2023-12-03 22:09:14,Email
CUST_00178,52,Male,Canada,2023-01-11 18:26:30,Facebook Ads
CUST_10316,45,Male,Germany,2024-09-19 13:09:18,Google Ads
CUST_08015,30,Female,Australia,2024-05-02 13:24:54,Organic Search
CUST_05644,51,Male,USA,2023-12-10 07:28:00,Google Ads
CUST_02070,46,Male,UK,2023-05-06 20:59:30,Google Ads
CUST_00723,18,Female,Canada,2023-02-13 22:12:28,Email
CUST_00037,37,Male,Japan,2023-01-03 04:33:52,Organic Search
CUST_07542,34,Male,Germany,2024-04-03 18:46:39,Google Ads
CUST_05939,49,Other,France,2023-12-28 06:12:09,Email
CUST_06328,42,Male,UK,2024-01-20 22:11:23,Google Ads
CUST_00199,35,Male,USA,2023-01-13 01:06:15,Facebook Ads
CUST_06712,52,Female,USA,2024-02-13 06:52:36,Google Ads
CUST_09812,26,Male,USA,2024-08-19 21:15:14,Referral
CUST_06505,47,Male,USA,2024-01-31 16:37:53,Referral
CUST_08463,40,Female,Germany,2024-05-29 19:32:59,Referral
CUST_03426,47,Female,USA,2023-07-28 08:55:00,Referral
CUST_11153,20,Female,Canada,2024-11-09 11:16:37,Google Ads
CUST_09241,44,Female,USA,2024-07-16 03:31:27,Facebook Ads
CUST_07526,25,Female,UK,2024-04-02 19:24:56,Google Ads
CUST_08931,30,Female,France,2024-06-27 06:53:12,Google Ads
CUST_09541,38,Female,France,2024-08-03 09:33:39,Direct
CUST_03973,39,Male,USA,2023-08-30 15:36:12,Facebook Ads
CUST_01876,51,Female,UK,2023-04-25 01:43:41,Facebook Ads
CUST_01658,50,Female,Canada,2023-04-11 19:25:18,Facebook Ads
CUST_11953,30,Male,Japan,2024-12-28 03:22:27,Organic Search
CUST_04398,23,Female,Australia,2023-09-25 12:09:18,Email
CUST_03731,45,Male,USA,2023-08-15 22:15:14,Email
CUST_11852,36,Male,Canada,2024-12-21 23:54:07,Google Ads
CUST_06532,40,Female,USA,2024-02-02 08:03:17,Email
CUST_10474,23,Male,UK,2024-09-29 03:51:16,Google Ads
CUST_04530,28,Male,USA,2023-10-03 12:53:28,Direct
CUST_07122,24,Male,Australia,2024-03-09 05:31:35,Organic Search
CUST_07996,61,Male,USA,2024-05-01 09:40:22,Google Ads
CUST_01734,31,Male,Japan,2023-04-16 10:23:27,Google Ads
CUST_10789,18,Male,Canada,2024-10-18 07:47:34,Google Ads
CUST_07218,53,Female,USA,2024-03-15 01:41:53,Referral
CUST_06741,18,Male,USA,2024-02-15 01:13:12,Facebook Ads
CUST_11522,18,Female,UK,2024-12-01 22:03:43,Google Ads
CUST_08380,37,Female,Australia,2024-05-24 18:21:34,Google Ads
CUST_01626,47,Male,USA,2023-04-09 20:41:52,Facebook Ads
CUST_06153,25,Female,USA,2024-01-10 06:40:07,Facebook Ads
CUST_02481,27,Male,USA,2023-05-31 21:06:06,Google Ads
CUST_04271,33,Female,USA,2023-09-17 18:43:10,Google Ads
CUST_04599,40,Male,Canada,2023-10-07 17:38:22,Email
CUST_11913,33,Female,USA,2024-12-25 16:58:10,Organic Search
CUST_08911,24,Female,Canada,2024-06-26 01:41:03,Google Ads
CUST_10416,32,Female,USA,2024-09-25 15:10:02,Google Ads
CUST_09208,18,Male,USA,2024-07-14 03:20:25,Organic Search
CUST_06240,39,Female,France,2024-01-15 13:41:57,Direct
CUST_03914,24,Female,USA,2023-08-27 01:27:22,Organic Search
CUST_10039,42,Male,USA,2024-09-02 16:42:05,Referral
CUST_06972,34,Male,Germany,2024-02-29 02:30:30,Organic Search
CUST_05289,27,Female,USA,2023-11-18 17:07:24,Google Ads
CUST_00226,48,Female,USA,2023-01-14 16:31:39,Google Ads
CUST_08155,46,Female,Japan,2024-05-11 01:49:56,Facebook Ads
CUST_07981,23,Female,Canada,2024-04-30 11:46:16,Google Ads
CUST_09833,29,Female,USA,2024-08-21 03:54:59,Organic Search
CUST_06984,26,Female,UK,2024-02-29 20:01:47,Email
CUST_07337,34,Female,France,2024-03-22 07:27:09,Google Ads
CUST_03537,43,Female,USA,2023-08-04 02:59:25,Facebook Ads
CUST_08492,23,Male,USA,2024-05-31 13:53:35,Organic Search
CUST_02052,24,Male,USA,2023-05-05 18:42:34,Email
CUST_05883,43,Male,USA,2023-12-24 20:26:09,Referral
CUST_09281,48,Female,Japan,2024-07-18 13:55:45,Organic Search
CUST_04474,41,Female,USA,2023-09-30 03:07:27,Direct
CUST_08708,39,Male,USA,2024-06-13 17:16:46,Google Ads
CUST_03419,19,Female,USA,2023-07-27 22:41:45,Google Ads
CUST_09274,47,Female,Japan,2024-07-18 03:42:30,Direct
CUST_06620,32,Female,USA,2024-02-07 16:32:43,Referral
CUST_07328,39,Female,Germany,2024-03-21 18:18:41,Google Ads
CUST_10892,40,Male,USA,2024-10-24 14:11:07,Referral
CUST_08579,18,Male,Germany,2024-06-05 20:55:25,Direct
CUST_01484,30,Male,USA,2023-04-01 05:21:38,Facebook Ads
CUST_09323,36,Female,USA,2024-07-21 03:15:15,Direct
CUST_01836,39,Female,UK,2023-04-22 15:19:24,Facebook Ads
CUST_04473,50,Male,USA,2023-09-30 01:39:51,Referral
CUST_05103,37,Female,Canada,2023-11-07 09:32:27,Organic Search
CUST_00507,27,Female,Australia,2023-01-31 18:49:18,Facebook Ads
CUST_04297,22,Male,USA,2023-09-19 08:40:58,Google Ads
CUST_07569,49,Female,Japan,2024-04-05 10:12:03,Email
CUST_02049,31,Male,USA,2023-05-05 14:19:45,Direct
CUST_03111,21,Female,USA,2023-07-09 04:58:42,Email
CUST_05948,48,Male,Canada,2023-12-28 19:20:37,Email
CUST_07470,42,Male,Germany,2024-03-30 09:38:56,Organic Search
CUST_04350,28,Female,USA,2023-09-22 14:04:09,Facebook Ads
CUST_11048,27,Male,USA,2024-11-03 01:57:51,Direct
CUST_04721,47,Female,Canada,2023-10-15 03:46:28,Organic Search
CUST_07831,32,Female,UK,2024-04-21 08:45:10,Organic Search
CUST_09359,30,Male,Japan,2024-07-23 07:49:07,Facebook Ads
CUST_00897,32,Female,Canada,2023-02-24 12:16:08,Direct
CUST_03298,23,Male,Canada,2023-07-20 14:01:16,Email
CUST_02802,67,Female,USA,2023-06-20 09:48:03,Google Ads
CUST_03414,25,Female,USA,2023-07-27 15:23:43,Organic Search
CUST_02917,32,Male,France,2023-06-27 09:42:53,Google Ads
CUST_03749,52,Female,USA,2023-08-17 00:32:10,Email
CUST_01320,32,Male,USA,2023-03-22 05:54:02,Google Ads
CUST_09228,27,Female,USA,2024-07-15 08:32:34,Referral
CUST_11959,25,Female,Canada,2024-12-28 12:08:06,Organic Search
CUST_01120,47,Other,USA,2023-03-10 01:52:34,Email
CUST_07548,23,Male,USA,2024-04-04 03:32:18,Organic Search
CUST_03439,19,Male,USA,2023-07-29 03:53:54,Facebook Ads
CUST_07444,44,Female,Canada,2024-03-28 19:41:08,Organic Search
CUST_00987,53,Male,USA,2023-03-01 23:40:48,Organic Search
CUST_01045,32,Male,Canada,2023-03-05 12:22:01,Google Ads
CUST_04486,18,Male,France,2023-09-30 20:38:45,Google Ads
CUST_04206,27,Female,UK,2023-09-13 19:48:42,Google Ads
CUST_00070,27,Male,Japan,2023-01-05 04:44:54,Direct
CUST_00714,39,Female,USA,2023-02-13 09:04:00,Email
CUST_08397,46,Male,UK,2024-05-25 19:10:54,Organic Search
CUST_02307,42,Female,Australia,2023-05-21 07:02:26,Organic Search
CUST_04321,34,Female,UK,2023-09-20 19:43:32,Organic Search
CUST_09987,30,Male,UK,2024-08-30 12:46:30,Organic Search
CUST_07644,35,Other,USA,2024-04-09 23:42:36,Facebook Ads
CUST_04163,31,Male,USA,2023-09-11 05:01:35,Organic Search
CUST_01847,50,Male,Australia,2023-04-23 07:23:05,Organic Search
CUST_02107,24,Female,USA,2023-05-09 03:00:59,Facebook Ads
CUST_05286,39,Female,USA,2023-11-18 12:44:35,Organic Search
CUST_11416,27,Male,Japan,2024-11-25 11:17:20,Google Ads
CUST_00205,18,Female,Germany,2023-01-13 09:51:53,Organic Search
CUST_07793,23,Male,Japan,2024-04-19 01:16:05,Organic Search
CUST_07268,35,Female,UK,2024-03-18 02:42:15,Google Ads
CUST_07906,34,Male,Australia,2024-04-25 22:15:43,Organic Search
CUST_09776,54,Female,USA,2024-08-17 16:41:22,Email
CUST_03972,21,Other,Canada,2023-08-30 14:08:35,Email
CUST_11693,52,Male,USA,2024-12-12 07:44:34,Referral
CUST_03211,49,Male,Germany,2023-07-15 06:59:26,Google Ads
CUST_01013,59,Female,Canada,2023-03-03 13:38:35,Referral
CUST_00540,28,Female,USA,2023-02-02 19:00:20,Google Ads
CUST_07940,31,Male,UK,2024-04-27 23:54:22,Facebook Ads
CUST_10379,32,Male,Canada,2024-09-23 09:08:34,Referral
CUST_01156,47,Male,USA,2023-03-12 06:26:26,Google Ads
CUST_11230,35,Male,France,2024-11-14 03:42:23,Referral
CUST_07726,18,Female,Canada,2024-04-14 23:26:24,Direct
CUST_01829,33,Female,USA,2023-04-22 05:06:09,Facebook Ads
CUST_11252,33,Male,Australia,2024-11-15 11:49:44,Facebook Ads
CUST_03043,27,Male,USA,2023-07-05 01:41:25,Referral
CUST_11078,22,Male,USA,2024-11-04 21:46:04,Facebook Ads
CUST_05313,25,Female,USA,2023-11-20 04:09:59,Google Ads
CUST_08312,67,Female,Canada,2024-05-20 15:04:17,Direct
CUST_07026,39,Female,USA,2024-03-03 09:21:17,Facebook Ads
CUST_03015,27,Male,Canada,2023-07-03 08:48:24,Referral
CUST_03855,30,Male,USA,2023-08-23 11:18:32,Organic Search
CUST_10473,29,Male,Canada,2024-09-29 02:23:39,Google Ads
CUST_09039,44,Male,France,2024-07-03 20:34:47,Facebook Ads
CUST_07557,50,Male,Germany,2024-04-04 16:40:46,Google Ads
CUST_07760,19,Male,Canada,2024-04-17 01:05:03,Referral
CUST_05787,33,Female,UK,2023-12-19 00:15:50,Google Ads
CUST_05389,19,Male,Australia,2023-11-24 19:08:08,Direct
CUST_09737,40,Female,Canada,2024-08-15 07:44:41,Direct
CUST_05587,27,Female,Canada,2023-12-06 20:14:23,Organic Search
CUST_01499,47,Female,USA,2023-04-02 03:15:44,Email
CUST_04914,36,Female,France,2023-10-26 21:34:40,Email
CUST_10065,18,Female,UK,2024-09-04 06:39:52,Facebook Ads
CUST_03622,39,Female,USA,2023-08-09 07:06:02,Facebook Ads
CUST_06634,25,Male,USA,2024-02-08 12:59:13,Google Ads
CUST_10117,40,Female,France,2024-09-07 10:35:27,Google Ads
CUST_02833,53,Female,UK,2023-06-22 07:03:53,Email
CUST_01821,33,Male,UK,2023-04-21 17:25:17,Referral
CUST_03245,32,Male,Germany,2023-07-17 08:38:05,Direct
CUST_02712,53,Female,USA,2023-06-14 22:23:24,Email
CUST_11460,30,Male,Australia,2024-11-28 03:32:03,Email
CUST_11807,18,Female,UK,2024-12-19 06:11:47,Organic Search
CUST_07273,45,Male,France,2024-03-18 10:00:17,Direct
CUST_03252,38,Male,Germany,2023-07-17 18:51:20,Google Ads
CUST_02184,51,Female,USA,2023-05-13 19:26:44,Google Ads
CUST_03129,35,Male,USA,2023-07-10 07:15:38,Google Ads
CUST_04366,60,Male,USA,2023-09-23 13:25:52,Facebook Ads
CUST_01340,37,Other,France,2023-03-23 11:06:11,Google Ads
CUST_00973,45,Female,USA,2023-03-01 03:14:18,Direct
CUST_10457,28,Female,UK,2024-09-28 03:01:56,Google Ads
CUST_06122,36,Male,UK,2024-01-08 09:24:17,Google Ads
CUST_00067,34,Male,Japan,2023-01-05 00:22:05,Facebook Ads
CUST_06844,24,Male,Canada,2024-02-21 07:36:45,Google Ads
CUST_01961,34,Male,Australia,2023-04-30 05:50:19,Facebook Ads
CUST_01803,26,Female,Canada,2023-04-20 15:08:21,Referral
CUST_05321,37,Male,UK,2023-11-20 15:50:50,Referral
CUST_03863,34,Male,UK,2023-08-23 22:59:24,Referral
CUST_06140,46,Female,Japan,2024-01-09 11:41:13,Google Ads
CUST_06006,45,Male,USA,2024-01-01 08:01:50,Google Ads
CUST_04249,40,Male,UK,2023-09-16 10:35:49,Referral
CUST_06571,33,Male,Canada,2024-02-04 16:59:58,Organic Search
CUST_04656,60,Male,UK,2023-10-11 04:51:59,Organic Search
CUST_03531,52,Female,USA,2023-08-03 18:13:46,Organic Search
CUST_00744,35,Male,Japan,2023-02-15 04:52:13,Google Ads
CUST_07992,34,Male,Germany,2024-05-01 03:49:56,Google Ads
CUST_07801,24,Female,USA,2024-04-19 12:56:57,Facebook Ads
CUST_02726,35,Male,USA,2023-06-15 18:49:54,Referral
CUST_01036,53,Female,USA,2023-03-04 23:13:33,Email
CUST_00230,43,Female,USA,2023-01-14 22:22:04,Direct
CUST_02071,46,Male,USA,2023-05-06 22:27:07,Referral
CUST_08794,31,Female,Canada,2024-06-18 22:51:00,Google Ads
CUST_02752,53,Female,USA,2023-06-17 08:47:41,Organic Search
CUST_04233,27,Male,Canada,2023-09-15 11:14:06,Google Ads
CUST_02642,32,Male,France,2023-06-10 16:10:53,Email
CUST_04640,18,Male,Australia,2023-10-10 05:30:16,Google Ads
CUST_01177,18,Female,Japan,2023-03-13 13:06:11,Direct
CUST_11452,24,Male,UK,2024-11-27 15:51:12,Facebook Ads
CUST_08490,26,Female,Germany,2024-05-31 10:58:22,Direct
CUST_06182,31,Other,Japan,2024-01-12 01:00:44,Email
CUST_03366,58,Female,Australia,2023-07-24 17:18:34,Facebook Ads
CUST_06503,40,Male,USA,2024-01-31 13:42:40,Google Ads
CUST_06629,27,Female,USA,2024-02-08 05:41:11,Facebook Ads
CUST_09754,39,Female,USA,2024-08-16 08:34:00,Google Ads
CUST_08371,30,Female,USA,2024-05-24 05:13:06,Facebook Ads
CUST_10403,49,Male,USA,2024-09-24 20:11:08,Google Ads
CUST_04026,31,Other,UK,2023-09-02 20:59:23,Google Ads
CUST_02166,22,Female,Canada,2023-05-12 17:09:48,Organic Search
CUST_02375,48,Male,Canada,2023-05-25 10:19:44,Google Ads
CUST_02835,32,Female,USA,2023-06-22 09:59:05,Google Ads
CUST_06542,18,Female,Germany,2024-02-02 22:39:21,Email
CUST_03450,30,Male,Japan,2023-07-29 19:57:35,Google Ads
CUST_05865,28,Female,USA,2023-12-23 18:09:13,Email
CUST_02058,45,Female,Japan,2023-05-06 03:28:13,Email
CUST_04832,20,Female,USA,2023-10-21 21:50:52,Google Ads
CUST_06618,63,Male,Australia,2024-02-07 13:37:30,Organic Search
CUST_10703,29,Female,USA,2024-10-13 02:13:20,Organic Search
CUST_03051,18,Male,USA,2023-07-05 13:22:16,Email
CUST_05621,31,Female,Japan,2023-12-08 21:53:02,Google Ads
CUST_10774,51,Male,Australia,2024-10-17 09:53:27,Facebook Ads
CUST_01117,63,Male,Canada,2023-03-09 21:29:45,Google Ads
CUST_00709,18,Male,USA,2023-02-13 01:45:58,Google Ads
CUST_03092,44,Male,Japan,2023-07-08 01:14:10,Google Ads
CUST_07290,34,Male,USA,2024-03-19 10:49:37,Organic Search
CUST_04768,31,Female,France,2023-10-18 00:24:00,Referral
CUST_03724,18,Female,France,2023-08-15 12:01:59,Direct
CUST_08134,56,Female,Australia,2024-05-09 19:10:11,Facebook Ads
CUST_07962,54,Female,UK,2024-04-29 08:01:43,Google Ads
CUST_03677,35,Other,UK,2023-08-12 15:24:26,Referral
CUST_02319,28,Female,Canada,2023-05-22 00:33:43,Google Ads
CUST_06375,32,Female,UK,2024-01-23 18:48:56,Google Ads
CUST_09319,29,Female,USA,2024-07-20 21:24:50,Facebook Ads
CUST_08245,26,Male,USA,2024-05-16 13:14:35,Google Ads
CUST_07096,18,Male,USA,2024-03-07 15:33:48,Email
CUST_03794,32,Male,Australia,2023-08-19 18:14:29,Organic Search
CUST_08536,43,Male,Japan,2024-06-03 06:08:19,Facebook Ads
CUST_04448,36,Female,USA,2023-09-28 13:09:40,Organic Search
CUST_10840,27,Male,Canada,2024-10-21 10:15:32,Email
CUST_08903,23,Female,USA,2024-06-25 14:00:11,Facebook Ads
CUST_10122,29,Female,USA,2024-09-07 17:53:29,Facebook Ads
CUST_06511,53,Male,Germany,2024-02-01 01:23:32,Organic Search
CUST_07291,18,Female,UK,2024-03-19 12:17:13,Google Ads
CUST_01165,47,Female,Canada,2023-03-12 19:34:54,Referral
CUST_01284,46,Male,Canada,2023-03-20 01:20:10,Organic Search
CUST_05512,43,Male,Japan,2023-12-02 06:43:50,Google Ads
CUST_01133,54,Male,USA,2023-03-10 20:51:28,Email
CUST_06838,18,Male,UK,2024-02-20 22:51:07,Google Ads
CUST_11368,55,Female,Japan,2024-11-22 13:12:11,Google Ads
CUST_10168,36,Female,UK,2024-09-10 13:03:26,Facebook Ads
CUST_04470,39,Male,Japan,2023-09-29 21:17:02,Google Ads
CUST_08537,42,Female,USA,2024-06-03 07:35:55,Facebook Ads
CUST_03569,37,Male,Japan,2023-08-06 01:42:51,Email
CUST_00320,33,Female,USA,2023-01-20 09:46:44,Email
CUST_02966,31,Female,Canada,2023-06-30 09:15:39,Organic Search
CUST_01879,18,Female,USA,2023-04-25 06:06:31,Facebook Ads
CUST_08141,27,Male,Canada,2024-05-10 05:23:26,Organic Search
CUST_06721,41,Female,USA,2024-02-13 20:01:04,Referral
CUST_09685,25,Other,Canada,2024-08-12 03:49:06,Direct
CUST_06341,23,Male,Germany,2024-01-21 17:10:17,Referral
CUST_02738,39,Female,Japan,2023-06-16 12:21:11,Direct
CUST_02973,18,Female,USA,2023-06-30 19:28:54,Organic Search
CUST_08965,43,Female,USA,2024-06-29 08:31:51,Organic Search
CUST_04766,37,Male,USA,2023-10-17 21:28:47,Referral
CUST_04562,55,Male,Canada,2023-10-05 11:36:54,Google Ads
CUST_00794,19,Female,Australia,2023-02-18 05:52:35,Facebook Ads
CUST_04750,36,Female,UK,2023-10-16 22:07:04,Email
CUST_06417,19,Female,Canada,2024-01-26 08:08:26,Organic Search
CUST_02420,19,Female,USA,2023-05-28 04:02:04,Facebook Ads
CUST_02887,28,Female,Germany,2023-06-25 13:54:40,Google Ads
CUST_05187,30,Female,USA,2023-11-12 12:11:28,Organic Search
CUST_06057,35,Male,Australia,2024-01-04 10:29:49,Google Ads
CUST_11502,40,Female,Canada,2024-11-30 16:51:34,Organic Search
CUST_11236,37,Female,Canada,2024-11-14 12:28:01,Organic Search
CUST_03467,30,Male,Germany,2023-07-30 20:46:54,Google Ads
CUST_01988,41,Female,USA,2023-05-01 21:15:42,Organic Search
CUST_04894,33,Female,USA,2023-10-25 16:22:31,Facebook Ads
CUST_06858,31,Male,Canada,2024-02-22 04:03:16,Referral
CUST_07232,55,Female,France,2024-03-15 22:08:23,Facebook Ads
CUST_03576,38,Female,Australia,2023-08-06 11:56:06,Email
CUST_09178,28,Female,Canada,2024-07-12 07:32:12,Facebook Ads
CUST_02785,29,Male,Japan,2023-06-19 08:58:43,Facebook Ads
CUST_01432,44,Female,Japan,2023-03-29 01:26:03,Email
CUST_03833,47,Male,USA,2023-08-22 03:11:11,Organic Search
CUST_10643,47,Female,Canada,2024-10-09 10:36:54,Direct
CUST_03946,45,Male,UK,2023-08-29 00:10:48,Referral
CUST_08204,25,Female,Japan,2024-05-14 01:22:41,Direct
CUST_11547,37,Female,USA,2024-12-03 10:33:54,Organic Search
CUST_03219,26,Female,Canada,2023-07-15 18:40:18,Email
CUST_11489,27,Female,Germany,2024-11-29 21:52:40,Email
CUST_02272,29,Female,France,2023-05-19 03:56:11,Google Ads
CUST_00431,20,Female,USA,2023-01-27 03:51:08,Facebook Ads
CUST_08652,41,Male,Germany,2024-06-10 07:30:45,Direct
CUST_01241,30,Male,Canada,2023-03-17 10:33:03,Referral
CUST_06718,34,Female,Japan,2024-02-13 15:38:14,Google Ads
CUST_10143,27,Female,USA,2024-09-09 00:33:15,Google Ads
CUST_10972,32,Female,Canada,2024-10-29 10:59:42,Facebook Ads
CUST_11658,48,Female,USA,2024-12-10 04:38:18,Facebook Ads
CUST_10861,33,Female,UK,2024-10-22 16:55:17,Google Ads
CUST_06204,57,Male,Canada,2024-01-13 09:08:05,Google Ads
CUST_06506,31,Male,Japan,2024-01-31 18:05:29,Email
CUST_04848,28,Female,USA,2023-10-22 21:12:35,Organic Search
CUST_07181,38,Other,Canada,2024-03-12 19:40:25,Organic Search
CUST_08870,18,Female,Canada,2024-06-23 13:49:09,Referral
CUST_09106,30,Male,Canada,2024-07-07 22:24:28,Email
CUST_09976,28,Male,Australia,2024-08-29 20:42:49,Organic Search
CUST_01322,41,Female,Canada,2023-03-22 08:49:15,Email
CUST_02391,18,Female,Canada,2023-05-26 09:41:27,Facebook Ads
CUST_09188,39,Female,USA,2024-07-12 22:08:16,Facebook Ads
CUST_05423,46,Male,USA,2023-11-26 20:46:47,Google Ads
CUST_01384,27,Female,France,2023-03-26 03:20:54,Google Ads
CUST_03834,18,Male,UK,2023-08-22 04:38:47,Email
CUST_06644,26,Male,UK,2024-02-09 03:35:18,Google Ads
CUST_11037,33,Male,USA,2024-11-02 09:54:10,Email
CUST_08898,38,Female,Australia,2024-06-25 06:42:09,Google Ads
CUST_06447,25,Female,USA,2024-01-28 03:56:40,Organic Search
CUST_07322,33,Female,USA,2024-03-21 09:33:03,Facebook Ads
CUST_07048,33,Female,UK,2024-03-04 17:28:39,Direct
CUST_04487,40,Female,USA,2023-09-30 22:06:21,Organic Search
CUST_04999,44,Male,USA,2023-11-01 01:41:17,Organic Search
CUST_02430,30,Male,USA,2023-05-28 18:38:08,Organic Search
CUST_08458,35,Female,UK,2024-05-29 12:14:56,Direct
CUST_01170,45,Female,USA,2023-03-13 02:52:56,Organic Search
CUST_10231,46,Male,USA,2024-09-14 09:02:41,Email
CUST_05463,48,Other,USA,2023-11-29 07:11:05,Organic Search
CUST_08528,37,Male,Germany,2024-06-02 18:27:27,Facebook Ads
CUST_08547,35,Female,Japan,2024-06-03 22:11:59,Direct
CUST_05682,30,Female,Germany,2023-12-12 14:57:04,Organic Search
CUST_07904,20,Female,Germany,2024-04-25 19:20:30,Organic Search
CUST_05299,43,Male,Germany,2023-11-19 07:43:29,Organic Search
CUST_11571,46,Male,USA,2024-12-04 21:36:28,Organic Search
CUST_02085,28,Male,UK,2023-05-07 18:53:37,Organic Search
CUST_03340,56,Female,France,2023-07-23 03:20:47,Organic Search
CUST_01560,31,Male,USA,2023-04-05 20:19:47,Facebook Ads
CUST_05442,27,Male,Canada,2023-11-28 00:31:19,Email
CUST_03648,37,Male,USA,2023-08-10 21:03:50,Facebook Ads
CUST_08505,18,Female,Canada,2024-06-01 08:52:29,Email
CUST_04189,30,Female,Canada,2023-09-12 18:59:22,Google Ads
CUST_10460,55,Male,USA,2024-09-28 07:24:45,Direct
CUST_07917,31,Female,Germany,2024-04-26 14:19:23,Email
CUST_03951,41,Female,France,2023-08-29 07:28:50,Organic Search
CUST_05897,18,Male,USA,2023-12-25 16:52:39,Organic Search
CUST_08923,21,Female,Canada,2024-06-26 19:12:20,Organic Search
CUST_11643,53,Female,USA,2024-12-09 06:44:12,Google Ads
CUST_06681,31,Female,Australia,2024-02-11 09:36:46,Facebook Ads
CUST_00065,44,Other,USA,2023-01-04 21:26:52,Facebook Ads
CUST_00237,18,Female,USA,2023-01-15 08:35:19,Facebook Ads
CUST_06478,24,Male,USA,2024-01-30 01:12:29,Google Ads
CUST_05480,48,Female,Canada,2023-11-30 08:00:24,Referral
CUST_04553,45,Female,Japan,2023-10-04 22:28:26,Facebook Ads
CUST_11126,45,Female,USA,2024-11-07 19:51:13,Email
CUST_07882,32,Female,USA,2024-04-24 11:13:08,Email
CUST_02648,18,Female,Japan,2023-06-11 00:56:31,Referral
CUST_03133,18,Male,Germany,2023-07-10 13:06:04,Direct
CUST_00697,38,Female,Canada,2023-02-12 08:14:41,Direct
CUST_00986,21,Male,USA,2023-03-01 22:13:11,Organic Search
CUST_08065,24,Male,USA,2024-05-05 14:25:16,Direct
CUST_08667,23,Male,Canada,2024-06-11 05:24:52,Facebook Ads
CUST_00081,32,Male,Australia,2023-01-05 20:48:35,Google Ads
CUST_08523,29,Male,Canada,2024-06-02 11:09:25,Google Ads
CUST_07816,36,Male,Australia,2024-04-20 10:51:03,Organic Search
CUST_03495,41,Female,USA,2023-08-01 13:39:54,Google Ads
CUST_07136,41,Female,UK,2024-03-10 01:58:05,Organic Search
CUST_05766,31,Female,USA,2023-12-17 17:36:05,Referral
CUST_03897,51,Male,USA,2023-08-26 00:38:03,Referral
CUST_05508,18,Female,Canada,2023-12-02 00:53:24,Referral
CUST_11983,18,Female,UK,2024-12-29 23:10:41,Facebook Ads
CUST_01456,18,Male,USA,2023-03-30 12:28:37,Google Ads
CUST_02634,38,Male,USA,2023-06-10 04:30:01,Facebook Ads
CUST_00812,29,Male,USA,2023-02-19 08:09:31,Organic Search
CUST_01342,35,Female,France,2023-03-23 14:01:23,Direct
CUST_00872,25,Female,Canada,2023-02-22 23:45:58,Google Ads
CUST_07031,18,Female,Canada,2024-03-03 16:39:19,Email
CUST_06659,33,Female,UK,2024-02-10 01:29:24,Organic Search
CUST_09112,41,Male,USA,2024-07-08 07:10:07,Facebook Ads
CUST_10062,37,Male,USA,2024-09-04 02:17:03,Google Ads
CUST_08408,18,Male,UK,2024-05-26 11:14:35,Direct
CUST_00871,32,Male,Canada,2023-02-22 22:18:21,Facebook Ads
CUST_11620,45,Male,Canada,2024-12-07 21:09:14,Organic Search
CUST_04331,43,Male,USA,2023-09-21 10:19:37,Organic Search
CUST_02647,30,Female,Canada,2023-06-10 23:28:55,Google Ads
CUST_04681,32,Male,USA,2023-10-12 17:22:10,Referral
CUST_05920,21,Female,USA,2023-12-27 02:27:37,Organic Search
CUST_02377,30,Female,UK,2023-05-25 13:14:57,Email
CUST_08128,23,Female,France,2024-05-09 10:24:32,Organic Search
CUST_08577,35,Female,Canada,2024-06-05 18:00:13,Google Ads
CUST_09185,32,Female,Japan,2024-07-12 17:45:27,Facebook Ads
CUST_02088,33,Male,Japan,2023-05-07 23:16:26,Email
CUST_10129,36,Female,Australia,2024-09-08 04:06:44,Organic Search
CUST_08025,18,Female,Japan,2024-05-03 04:00:59,Direct
CUST_01714,45,Male,Australia,2023-04-15 05:11:18,Organic Search
CUST_10964,38,Male,UK,2024-10-28 23:18:50,Facebook Ads
CUST_11482,39,Female,USA,2024-11-29 11:39:25,Google Ads
CUST_04476,41,Male,Australia,2023-09-30 06:02:40,Organic Search
CUST_07828,32,Female,Canada,2024-04-21 04:22:21,Organic Search
CUST_09149,28,Female,USA,2024-07-10 13:11:35,Direct
CUST_10272,30,Male,USA,2024-09-16 20:54:35,Organic Search
CUST_01042,29,Female,Canada,2023-03-05 07:59:12,Facebook Ads
CUST_03385,48,Female,UK,2023-07-25 21:03:06,Direct
CUST_02814,31,Female,Australia,2023-06-21 03:19:20,Direct
CUST_06861,25,Female,Japan,2024-02-22 08:26:05,Email
CUST_08232,18,Male,USA,2024-05-15 18:15:41,Email
CUST_01812,36,Female,USA,2023-04-21 04:16:49,Email
CUST_11336,23,Female,USA,2024-11-20 14:28:45,Facebook Ads
CUST_07362,42,Female,Japan,2024-03-23 19:57:20,Organic Search
CUST_01980,39,Male,USA,2023-05-01 09:34:51,Google Ads
CUST_11604,36,Female,Germany,2024-12-06 21:47:31,Google Ads
CUST_00572,55,Female,USA,2023-02-04 17:43:46,Google Ads
CUST_07078,59,Female,UK,2024-03-06 13:16:52,Facebook Ads
CUST_00408,33,Male,USA,2023-01-25 18:16:10,Facebook Ads
