customer_id,email_opens,email_clicks,ad_impressions,ad_clicks,email_click_rate,ad_click_rate
CUST_10399,4,2,49,3,0.5000,0.0612
CUST_08238,2,0,53,4,0.0000,0.0755
CUST_09592,5,2,56,2,0.4000,0.0357
CUST_06887,5,1,41,4,0.2000,0.0976
CUST_11444,4,2,38,1,0.5000,0.0263
CUST_05087,4,1,54,2,0.2500,0.0370
CUST_05518,3,0,47,2,0.0000,0.0426
CUST_09013,3,0,38,0,0.0000,0.0000
CUST_11266,3,0,46,5,0.0000,0.1087
CUST_10877,3,0,53,3,0.0000,0.0566
CUST_04025,1,0,53,4,0.0000,0.0755
CUST_10079,1,1,49,2,1.0000,0.0408
CUST_01640,2,0,54,3,0.0000,0.0556
CUST_03112,3,1,62,3,0.3333,0.0484
CUST_08862,2,0,45,2,0.0000,0.0444
CUST_08687,5,0,53,3,0.0000,0.0566
CUST_03953,4,3,43,1,0.7500,0.0233
CUST_07219,4,1,40,2,0.2500,0.0500
CUST_00120,1,0,56,7,0.0000,0.1250
CUST_09304,4,1,57,2,0.2500,0.0351
CUST_10748,3,0,44,0,0.0000,0.0000
CUST_04193,5,1,38,3,0.2000,0.0789
CUST_05124,3,0,43,6,0.0000,0.1395
CUST_11895,1,0,45,2,0.0000,0.0444
CUST_08689,4,2,55,5,0.5000,0.0909
CUST_02029,5,1,52,4,0.2000,0.0769
CUST_01675,4,0,54,3,0.0000,0.0556
CUST_00159,4,1,55,4,0.2500,0.0727
CUST_00527,2,1,56,7,0.5000,0.1250
CUST_02442,6,1,63,3,0.1667,0.0476
CUST_11607,3,1,46,2,0.3333,0.0435
CUST_11461,1,0,45,0,0.0000,0.0000
CUST_09658,2,0,38,2,0.0000,0.0526
CUST_10979,3,2,50,3,0.6667,0.0600
CUST_07046,2,0,54,4,0.0000,0.0741
CUST_01974,5,1,53,1,0.2000,0.0189
CUST_03254,5,0,48,4,0.0000,0.0833
CUST_07375,2,0,36,3,0.0000,0.0833
CUST_07343,4,2,52,2,0.5000,0.0385
CUST_05482,6,1,46,5,0.1667,0.1087
CUST_11457,3,1,56,2,0.3333,0.0357
CUST_05910,2,1,55,2,0.5000,0.0364
CUST_02027,3,1,53,4,0.3333,0.0755
CUST_10169,4,3,55,3,0.7500,0.0545
CUST_11065,2,0,53,5,0.0000,0.0943
CUST_04582,3,1,56,3,0.3333,0.0536
CUST_08082,1,0,47,1,0.0000,0.0213
CUST_09570,4,1,54,4,0.2500,0.0741
CUST_02509,3,2,49,4,0.6667,0.0816
CUST_05723,2,0,50,4,0.0000,0.0800
CUST_04142,3,0,51,2,0.0000,0.0392
CUST_00374,4,1,57,1,0.2500,0.0175
CUST_11742,3,0,48,1,0.0000,0.0208
CUST_03459,4,2,38,2,0.5000,0.0526
CUST_11899,5,2,57,2,0.4000,0.0351
CUST_05903,4,2,50,1,0.5000,0.0200
CUST_11030,4,2,54,3,0.5000,0.0556
CUST_05501,3,1,51,8,0.3333,0.1569
CUST_09544,1,0,47,2,0.0000,0.0426
CUST_00535,0,0,50,2,0.0000,0.0400
CUST_01014,6,4,37,1,0.6667,0.0270
CUST_00998,1,1,37,0,1.0000,0.0000
CUST_05379,5,2,56,1,0.4000,0.0179
CUST_04280,2,0,41,1,0.0000,0.0244
CUST_11086,4,0,56,0,0.0000,0.0000
CUST_00052,4,0,45,1,0.0000,0.0222
CUST_09081,1,1,37,3,1.0000,0.0811
CUST_06126,3,0,68,2,0.0000,0.0294
CUST_05078,2,0,71,9,0.0000,0.1268
CUST_05930,1,0,47,4,0.0000,0.0851
CUST_04130,4,1,56,6,0.2500,0.1071
CUST_05165,4,0,47,0,0.0000,0.0000
CUST_08649,2,1,41,4,0.5000,0.0976
CUST_06203,3,0,53,5,0.0000,0.0943
CUST_06515,3,1,45,2,0.3333,0.0444
CUST_05526,2,0,50,0,0.0000,0.0000
CUST_02407,2,0,57,7,0.0000,0.1228
CUST_07285,2,1,57,3,0.5000,0.0526
CUST_05671,4,2,56,1,0.5000,0.0179
CUST_06342,7,1,58,4,0.1429,0.0690
CUST_03789,8,3,52,3,0.3750,0.0577
CUST_09063,3,2,57,4,0.6667,0.0702
CUST_01101,1,0,55,4,0.0000,0.0727
CUST_06905,3,0,43,2,0.0000,0.0465
CUST_03095,1,1,51,5,1.0000,0.0980
CUST_02610,3,0,43,2,0.0000,0.0465
CUST_06585,3,1,41,3,0.3333,0.0732
CUST_11497,2,0,53,2,0.0000,0.0377
CUST_02603,4,0,40,3,0.0000,0.0750
CUST_10560,4,1,46,4,0.2500,0.0870
CUST_00399,4,2,49,1,0.5000,0.0204
CUST_08246,1,0,55,2,0.0000,0.0364
CUST_02081,5,2,53,3,0.4000,0.0566
CUST_06904,3,2,46,3,0.6667,0.0652
CUST_00164,3,2,56,4,0.6667,0.0714
CUST_00029,4,1,47,4,0.2500,0.0851
CUST_07154,4,1,45,2,0.2500,0.0444
CUST_00825,1,0,52,1,0.0000,0.0192
CUST_02444,3,2,45,3,0.6667,0.0667
CUST_11934,4,0,60,1,0.0000,0.0167
CUST_08384,1,0,47,2,0.0000,0.0426
CUST_03503,3,1,47,1,0.3333,0.0213
CUST_05870,0,0,57,5,0.0000,0.0877
CUST_00078,2,0,42,2,0.0000,0.0476
CUST_06033,5,0,44,2,0.0000,0.0455
CUST_03643,2,0,54,4,0.0000,0.0741
CUST_09401,1,0,46,3,0.0000,0.0652
CUST_09549,1,1,49,2,1.0000,0.0408
CUST_00380,4,2,58,2,0.5000,0.0345
CUST_03732,3,2,51,4,0.6667,0.0784
CUST_02688,4,3,64,4,0.7500,0.0625
CUST_10676,1,0,52,2,0.0000,0.0385
CUST_02585,1,0,54,2,0.0000,0.0370
CUST_00475,2,1,60,3,0.5000,0.0500
CUST_10116,0,0,57,1,0.0000,0.0175
CUST_04574,3,2,53,3,0.6667,0.0566
CUST_03045,3,1,49,3,0.3333,0.0612
CUST_01482,1,0,47,0,0.0000,0.0000
CUST_09415,0,0,37,3,0.0000,0.0811
CUST_10573,0,0,48,3,0.0000,0.0625
CUST_05351,2,0,46,3,0.0000,0.0652
CUST_01216,4,1,38,1,0.2500,0.0263
CUST_09961,2,0,39,1,0.0000,0.0256
CUST_09085,5,1,42,1,0.2000,0.0238
CUST_11481,0,0,44,3,0.0000,0.0682
CUST_10968,3,1,44,1,0.3333,0.0227
CUST_11753,2,0,46,3,0.0000,0.0652
CUST_06870,1,0,49,0,0.0000,0.0000
CUST_01047,4,1,44,1,0.2500,0.0227
CUST_01477,2,0,40,3,0.0000,0.0750
CUST_07150,2,1,51,4,0.5000,0.0784
CUST_08357,10,5,58,2,0.5000,0.0345
CUST_06032,3,0,46,5,0.0000,0.1087
CUST_06291,0,0,52,2,0.0000,0.0385
CUST_11180,5,0,53,3,0.0000,0.0566
CUST_10270,4,1,39,1,0.2500,0.0256
CUST_11133,3,1,60,5,0.3333,0.0833
CUST_11864,4,1,49,1,0.2500,0.0204
CUST_10691,6,1,44,1,0.1667,0.0227
CUST_07891,4,1,49,2,0.2500,0.0408
CUST_10733,4,0,63,1,0.0000,0.0159
CUST_08635,1,0,49,2,0.0000,0.0408
CUST_03683,1,1,47,3,1.0000,0.0638
CUST_08335,1,1,49,3,1.0000,0.0612
CUST_09780,1,1,46,4,1.0000,0.0870
CUST_03041,3,0,57,3,0.0000,0.0526
CUST_01158,1,0,50,4,0.0000,0.0800
CUST_05615,4,3,40,3,0.7500,0.0750
CUST_07704,7,3,52,5,0.4286,0.0962
CUST_09763,2,0,50,3,0.0000,0.0600
CUST_09603,0,0,46,1,0.0000,0.0217
CUST_07866,4,1,51,1,0.2500,0.0196
CUST_00021,1,1,52,3,1.0000,0.0577
CUST_08665,1,0,49,3,0.0000,0.0612
CUST_04203,5,1,56,3,0.2000,0.0536
CUST_09615,2,2,58,5,1.0000,0.0862
CUST_08677,4,2,49,1,0.5000,0.0204
CUST_04069,1,0,38,0,0.0000,0.0000
CUST_01163,3,1,46,5,0.3333,0.1087
CUST_00637,3,1,46,0,0.3333,0.0000
CUST_05549,3,1,54,2,0.3333,0.0370
CUST_11060,0,0,52,4,0.0000,0.0769
CUST_11483,2,0,53,4,0.0000,0.0755
CUST_00506,4,0,41,5,0.0000,0.1220
CUST_01005,5,2,41,3,0.4000,0.0732
CUST_02048,5,3,48,4,0.6000,0.0833
CUST_05110,3,1,54,3,0.3333,0.0556
CUST_11756,1,0,53,0,0.0000,0.0000
CUST_06673,3,0,56,3,0.0000,0.0536
CUST_10724,5,1,43,3,0.2000,0.0698
CUST_11952,6,2,48,1,0.3333,0.0208
CUST_02266,3,1,65,7,0.3333,0.1077
CUST_03878,2,1,49,0,0.5000,0.0000
CUST_11923,4,1,56,5,0.2500,0.0893
CUST_00124,1,0,62,9,0.0000,0.1452
CUST_01058,4,3,51,3,0.7500,0.0588
CUST_00753,5,2,64,1,0.4000,0.0156
CUST_01405,0,0,50,2,0.0000,0.0400
CUST_09466,1,0,50,4,0.0000,0.0800
CUST_09069,4,1,49,4,0.2500,0.0816
CUST_06529,2,0,39,0,0.0000,0.0000
CUST_02235,2,0,44,1,0.0000,0.0227
CUST_02663,3,1,70,3,0.3333,0.0429
CUST_00371,6,2,60,6,0.3333,0.1000
CUST_08690,5,3,50,3,0.6000,0.0600
CUST_08345,2,1,50,2,0.5000,0.0400
CUST_03844,2,1,43,3,0.5000,0.0698
CUST_07368,7,2,70,6,0.2857,0.0857
CUST_02039,5,3,56,2,0.6000,0.0357
CUST_02138,2,1,62,0,0.5000,0.0000
CUST_04047,2,1,53,2,0.5000,0.0377
CUST_01713,3,0,45,2,0.0000,0.0444
CUST_00517,4,0,60,4,0.0000,0.0667
CUST_08220,7,2,50,1,0.2857,0.0200
CUST_03274,1,1,50,2,1.0000,0.0400
CUST_03802,2,0,44,4,0.0000,0.0909
CUST_07687,4,1,63,1,0.2500,0.0159
CUST_06229,3,0,46,0,0.0000,0.0000
CUST_09157,5,1,64,3,0.2000,0.0469
CUST_10093,4,1,47,3,0.2500,0.0638
CUST_03800,4,1,52,5,0.2500,0.0962
CUST_06781,1,0,52,0,0.0000,0.0000
CUST_02923,3,0,47,3,0.0000,0.0638
CUST_01962,10,3,52,6,0.3000,0.1154
CUST_09140,4,0,38,3,0.0000,0.0789
CUST_07559,2,1,35,1,0.5000,0.0286
CUST_01192,5,2,72,3,0.4000,0.0417
CUST_01841,1,0,45,0,0.0000,0.0000
CUST_08938,8,4,51,1,0.5000,0.0196
CUST_10161,3,0,61,1,0.0000,0.0164
CUST_05277,3,1,34,1,0.3333,0.0294
CUST_06657,2,1,46,2,0.5000,0.0435
CUST_01352,6,1,50,2,0.1667,0.0400
CUST_03227,2,0,54,2,0.0000,0.0370
CUST_03908,4,2,39,0,0.5000,0.0000
CUST_04593,1,1,43,2,1.0000,0.0465
CUST_08243,3,3,39,0,1.0000,0.0000
CUST_02177,4,2,46,1,0.5000,0.0217
CUST_08828,3,3,55,6,1.0000,0.1091
CUST_04728,4,1,51,2,0.2500,0.0392
CUST_00359,1,0,42,2,0.0000,0.0476
CUST_02225,2,2,53,3,1.0000,0.0566
CUST_05475,2,0,50,0,0.0000,0.0000
CUST_10535,2,1,55,2,0.5000,0.0364
CUST_07411,1,1,42,2,1.0000,0.0476
CUST_11557,10,5,42,1,0.5000,0.0238
CUST_02353,5,2,41,2,0.4000,0.0488
CUST_07027,2,1,55,3,0.5000,0.0545
CUST_10192,3,1,55,4,0.3333,0.0727
CUST_10528,6,2,50,2,0.3333,0.0400
CUST_09313,8,1,46,3,0.1250,0.0652
CUST_04621,2,0,38,2,0.0000,0.0526
CUST_04300,5,3,53,3,0.6000,0.0566
CUST_07125,4,0,58,3,0.0000,0.0517
CUST_02246,4,3,58,2,0.7500,0.0345
CUST_09210,5,2,63,4,0.4000,0.0635
CUST_01006,3,2,39,1,0.6667,0.0256
CUST_01474,5,2,50,0,0.4000,0.0000
CUST_09348,2,1,63,4,0.5000,0.0635
CUST_02110,4,0,49,4,0.0000,0.0816
CUST_04710,6,2,53,1,0.3333,0.0189
CUST_11765,3,0,40,1,0.0000,0.0250
CUST_02679,2,0,51,3,0.0000,0.0588
CUST_11626,4,2,39,3,0.5000,0.0769
CUST_10395,4,2,53,6,0.5000,0.1132
CUST_09700,3,1,39,0,0.3333,0.0000
CUST_01679,4,2,51,1,0.5000,0.0196
CUST_10047,5,0,63,6,0.0000,0.0952
CUST_10380,2,0,57,4,0.0000,0.0702
CUST_06156,2,1,59,4,0.5000,0.0678
CUST_09519,4,1,45,1,0.2500,0.0222
CUST_06812,1,0,35,4,0.0000,0.1143
CUST_08932,2,1,54,3,0.5000,0.0556
CUST_10685,4,2,42,3,0.5000,0.0714
CUST_05872,4,1,61,5,0.2500,0.0820
CUST_04440,2,1,43,2,0.5000,0.0465
CUST_05893,3,3,39,5,1.0000,0.1282
CUST_01886,3,1,40,2,0.3333,0.0500
CUST_00585,5,2,56,3,0.4000,0.0536
CUST_07315,2,0,40,2,0.0000,0.0500
CUST_03959,4,1,53,2,0.2500,0.0377
CUST_04290,2,1,52,3,0.5000,0.0577
CUST_05568,0,0,51,0,0.0000,0.0000
CUST_11354,3,1,52,1,0.3333,0.0192
CUST_07971,2,0,68,6,0.0000,0.0882
CUST_10215,1,0,51,4,0.0000,0.0784
CUST_06497,7,1,62,4,0.1429,0.0645
CUST_01653,2,1,60,2,0.5000,0.0333
CUST_01668,3,0,52,2,0.0000,0.0385
CUST_04201,1,1,51,3,1.0000,0.0588
CUST_07766,4,1,52,3,0.2500,0.0577
CUST_10317,4,2,42,2,0.5000,0.0476
CUST_11691,2,1,49,2,0.5000,0.0408
CUST_09840,6,0,49,4,0.0000,0.0816
CUST_02544,1,0,55,4,0.0000,0.0727
CUST_04518,4,0,64,9,0.0000,0.1406
CUST_08880,7,3,48,4,0.4286,0.0833
CUST_05683,3,1,54,4,0.3333,0.0741
CUST_04098,3,0,50,5,0.0000,0.1000
CUST_02354,1,1,53,2,1.0000,0.0377
CUST_09066,6,0,43,0,0.0000,0.0000
CUST_09196,4,1,48,3,0.2500,0.0625
CUST_01688,3,1,40,2,0.3333,0.0500
CUST_01522,7,5,50,3,0.7143,0.0600
CUST_11013,4,0,52,2,0.0000,0.0385
CUST_01253,3,2,37,0,0.6667,0.0000
CUST_00017,3,1,49,2,0.3333,0.0408
CUST_06732,5,1,40,3,0.2000,0.0750
CUST_03351,3,1,49,3,0.3333,0.0612
CUST_00804,0,0,58,2,0.0000,0.0345
CUST_04393,3,0,59,3,0.0000,0.0508
CUST_05396,0,0,41,1,0.0000,0.0244
CUST_09037,2,0,60,1,0.0000,0.0167
CUST_02108,5,2,42,2,0.4000,0.0476
CUST_02718,4,1,55,4,0.2500,0.0727
CUST_04625,3,1,56,3,0.3333,0.0536
CUST_04159,3,2,44,2,0.6667,0.0455
CUST_10644,1,0,55,3,0.0000,0.0545
CUST_06820,4,0,49,1,0.0000,0.0204
CUST_04964,3,0,56,2,0.0000,0.0357
CUST_08034,3,0,42,2,0.0000,0.0476
CUST_05807,3,1,59,3,0.3333,0.0508
CUST_09770,6,0,50,4,0.0000,0.0800
CUST_02466,10,1,48,1,0.1000,0.0208
CUST_03651,4,2,43,1,0.5000,0.0233
CUST_00496,2,0,52,3,0.0000,0.0577
CUST_00294,3,1,48,3,0.3333,0.0625
CUST_01645,2,0,35,1,0.0000,0.0286
CUST_08178,2,0,39,1,0.0000,0.0256
CUST_05780,1,1,57,4,1.0000,0.0702
CUST_00765,4,1,51,3,0.2500,0.0588
CUST_04493,5,1,38,2,0.2000,0.0526
CUST_11732,5,2,63,1,0.4000,0.0159
CUST_04334,1,0,41,2,0.0000,0.0488
CUST_09966,2,1,42,2,0.5000,0.0476
CUST_09065,5,1,53,3,0.2000,0.0566
CUST_10244,1,0,51,0,0.0000,0.0000
CUST_01326,2,2,50,5,1.0000,0.1000
CUST_06112,4,0,51,1,0.0000,0.0196
CUST_08638,3,0,57,6,0.0000,0.1053
CUST_04322,5,1,53,2,0.2000,0.0377
CUST_02658,1,0,60,2,0.0000,0.0333
CUST_01266,2,0,33,3,0.0000,0.0909
CUST_07610,2,1,57,4,0.5000,0.0702
CUST_07818,0,0,54,2,0.0000,0.0370
CUST_05937,3,1,36,1,0.3333,0.0278
CUST_04576,1,1,34,4,1.0000,0.1176
CUST_07281,2,0,61,6,0.0000,0.0984
CUST_11487,2,0,64,5,0.0000,0.0781
CUST_11356,2,1,43,2,0.5000,0.0465
CUST_00484,6,1,52,1,0.1667,0.0192
CUST_03306,1,1,55,0,1.0000,0.0000
CUST_09788,1,0,52,1,0.0000,0.0192
CUST_10006,2,0,42,1,0.0000,0.0238
CUST_06073,4,3,63,6,0.7500,0.0952
CUST_04632,3,2,43,3,0.6667,0.0698
CUST_05855,1,1,59,6,1.0000,0.1017
CUST_07905,4,2,49,3,0.5000,0.0612
CUST_00659,2,0,52,4,0.0000,0.0769
CUST_11122,2,0,46,5,0.0000,0.1087
CUST_01399,6,3,55,5,0.5000,0.0909
CUST_06007,3,1,52,4,0.3333,0.0769
CUST_10172,0,0,55,2,0.0000,0.0364
CUST_06792,3,0,56,3,0.0000,0.0536
CUST_07422,1,0,59,4,0.0000,0.0678
CUST_02918,3,1,52,3,0.3333,0.0577
CUST_08892,3,0,51,1,0.0000,0.0196
CUST_05157,5,3,55,2,0.6000,0.0364
CUST_11341,2,1,67,2,0.5000,0.0299
CUST_10801,5,1,48,2,0.2000,0.0417
CUST_10747,2,1,49,4,0.5000,0.0816
CUST_08606,2,0,39,5,0.0000,0.1282
CUST_09934,2,0,47,5,0.0000,0.1064
CUST_01992,4,0,55,1,0.0000,0.0182
CUST_00015,3,1,40,2,0.3333,0.0500
CUST_05177,2,0,40,3,0.0000,0.0750
CUST_02371,1,0,49,1,0.0000,0.0204
CUST_03176,1,0,48,1,0.0000,0.0208
CUST_04787,1,0,40,3,0.0000,0.0750
CUST_11010,1,0,52,4,0.0000,0.0769
CUST_02320,3,0,55,3,0.0000,0.0545
CUST_06152,1,1,47,4,1.0000,0.0851
CUST_11844,4,3,55,4,0.7500,0.0727
CUST_06360,1,0,40,3,0.0000,0.0750
CUST_09214,1,0,46,0,0.0000,0.0000
CUST_00685,1,0,51,2,0.0000,0.0392
CUST_03280,5,2,43,3,0.4000,0.0698
CUST_05664,0,0,54,3,0.0000,0.0556
CUST_08542,5,1,57,0,0.2000,0.0000
CUST_01580,3,1,53,2,0.3333,0.0377
CUST_06228,2,1,59,2,0.5000,0.0339
CUST_01371,6,2,54,5,0.3333,0.0926
CUST_10546,7,0,59,2,0.0000,0.0339
CUST_11835,3,1,32,2,0.3333,0.0625
CUST_08502,2,0,61,3,0.0000,0.0492
CUST_10850,1,1,39,2,1.0000,0.0513
CUST_03469,6,5,52,3,0.8333,0.0577
CUST_05843,3,1,38,3,0.3333,0.0789
CUST_11963,6,0,41,2,0.0000,0.0488
CUST_10630,2,1,44,1,0.5000,0.0227
CUST_01107,2,0,46,4,0.0000,0.0870
CUST_00410,2,0,59,2,0.0000,0.0339
CUST_03718,4,0,47,1,0.0000,0.0213
CUST_11646,3,1,54,3,0.3333,0.0556
CUST_01090,2,0,59,3,0.0000,0.0508
CUST_01758,4,2,51,1,0.5000,0.0196
CUST_02964,4,0,45,3,0.0000,0.0667
CUST_10342,1,0,56,5,0.0000,0.0893
CUST_01062,4,2,48,2,0.5000,0.0417
CUST_02285,4,2,48,9,0.5000,0.1875
CUST_09459,3,2,42,5,0.6667,0.1190
CUST_00505,0,0,54,1,0.0000,0.0185
CUST_05219,3,1,60,3,0.3333,0.0500
CUST_10092,5,2,57,5,0.4000,0.0877
CUST_01243,5,2,51,1,0.4000,0.0196
CUST_04261,6,1,46,3,0.1667,0.0652
CUST_09946,4,2,43,4,0.5000,0.0930
CUST_11661,2,0,48,2,0.0000,0.0417
CUST_06501,4,3,55,2,0.7500,0.0364
CUST_00720,9,1,58,4,0.1111,0.0690
CUST_08147,3,1,56,4,0.3333,0.0714
CUST_09661,4,0,53,3,0.0000,0.0566
CUST_05080,2,1,44,1,0.5000,0.0227
CUST_06044,4,4,56,3,1.0000,0.0536
CUST_07180,0,0,61,6,0.0000,0.0984
CUST_05162,3,1,44,5,0.3333,0.1136
CUST_06012,1,0,63,3,0.0000,0.0476
CUST_11882,4,2,59,4,0.5000,0.0678
CUST_09330,1,1,44,1,1.0000,0.0227
CUST_01473,4,2,45,3,0.5000,0.0667
CUST_02665,5,2,48,2,0.4000,0.0417
CUST_06653,3,0,45,1,0.0000,0.0222
CUST_07414,3,2,57,2,0.6667,0.0351
CUST_08724,1,0,44,3,0.0000,0.0682
CUST_11284,4,2,46,2,0.5000,0.0435
CUST_08848,3,1,49,1,0.3333,0.0204
CUST_02591,1,1,59,1,1.0000,0.0169
CUST_00145,1,1,57,4,1.0000,0.0702
CUST_08776,2,1,55,5,0.5000,0.0909
CUST_03594,5,3,52,1,0.6000,0.0192
CUST_07022,4,1,50,4,0.2500,0.0800
CUST_07788,5,2,51,2,0.4000,0.0392
CUST_00299,3,2,62,1,0.6667,0.0161
CUST_09056,1,0,55,5,0.0000,0.0909
CUST_00117,2,1,62,2,0.5000,0.0323
CUST_00165,4,2,48,3,0.5000,0.0625
CUST_00432,2,1,46,2,0.5000,0.0435
CUST_10256,0,0,54,2,0.0000,0.0370
CUST_01545,2,0,59,3,0.0000,0.0508
CUST_11755,4,1,51,2,0.2500,0.0392
CUST_00661,2,0,44,3,0.0000,0.0682
CUST_06739,6,2,57,3,0.3333,0.0526
CUST_04601,4,1,42,1,0.2500,0.0238
CUST_03222,4,2,44,2,0.5000,0.0455
CUST_06288,2,0,57,1,0.0000,0.0175
CUST_01965,5,1,61,5,0.2000,0.0820
CUST_05494,2,2,37,2,1.0000,0.0541
CUST_05543,3,1,56,5,0.3333,0.0893
CUST_03877,1,0,50,2,0.0000,0.0400
CUST_11190,1,1,43,1,1.0000,0.0233
CUST_09015,1,1,52,2,1.0000,0.0385
CUST_06650,2,1,47,5,0.5000,0.1064
CUST_03068,3,2,48,2,0.6667,0.0417
CUST_00379,1,0,57,1,0.0000,0.0175
CUST_11319,4,0,62,3,0.0000,0.0484
CUST_03751,5,0,57,3,0.0000,0.0526
CUST_05875,3,0,40,3,0.0000,0.0750
CUST_09408,3,1,43,3,0.3333,0.0698
CUST_07492,7,4,48,3,0.5714,0.0625
CUST_05896,0,0,52,4,0.0000,0.0769
CUST_09789,2,1,53,2,0.5000,0.0377
CUST_05009,4,1,52,5,0.2500,0.0962
CUST_02480,4,1,53,5,0.2500,0.0943
CUST_07947,1,0,45,4,0.0000,0.0889
CUST_09742,3,2,52,4,0.6667,0.0769
CUST_06207,2,1,62,4,0.5000,0.0645
CUST_01335,1,1,46,1,1.0000,0.0217
CUST_00200,1,0,50,2,0.0000,0.0400
CUST_05392,5,1,53,2,0.2000,0.0377
CUST_03559,2,0,55,6,0.0000,0.1091
CUST_01415,1,1,41,5,1.0000,0.1220
CUST_01435,3,2,52,1,0.6667,0.0192
CUST_05474,2,1,53,3,0.5000,0.0566
CUST_10051,4,1,53,3,0.2500,0.0566
CUST_11894,3,1,50,6,0.3333,0.1200
CUST_00073,1,1,43,2,1.0000,0.0465
CUST_10914,4,1,46,3,0.2500,0.0652
CUST_02174,4,1,55,2,0.2500,0.0364
CUST_05231,3,0,55,0,0.0000,0.0000
CUST_04392,3,2,70,5,0.6667,0.0714
CUST_05845,3,0,54,1,0.0000,0.0185
CUST_06462,3,0,49,4,0.0000,0.0816
CUST_10852,3,1,60,5,0.3333,0.0833
CUST_08181,5,0,43,2,0.0000,0.0465
CUST_03553,2,0,33,1,0.0000,0.0303
CUST_02524,1,0,48,5,0.0000,0.1042
CUST_04128,3,1,34,3,0.3333,0.0882
CUST_02846,1,0,50,1,0.0000,0.0200
CUST_08305,3,0,44,3,0.0000,0.0682
CUST_04597,6,2,48,5,0.3333,0.1042
CUST_01428,1,1,59,4,1.0000,0.0678
CUST_05020,3,2,51,3,0.6667,0.0588
CUST_01724,1,0,44,1,0.0000,0.0227
CUST_03135,5,3,60,2,0.6000,0.0333
CUST_05085,3,1,55,3,0.3333,0.0545
CUST_01935,2,2,51,4,1.0000,0.0784
CUST_03247,4,3,52,5,0.7500,0.0962
CUST_11518,1,1,58,3,1.0000,0.0517
CUST_01721,2,1,45,1,0.5000,0.0222
CUST_04421,2,0,59,1,0.0000,0.0169
CUST_01899,8,1,58,4,0.1250,0.0690
CUST_04256,3,1,49,3,0.3333,0.0612
CUST_06624,2,2,46,3,1.0000,0.0652
CUST_04791,5,0,48,1,0.0000,0.0208
CUST_09513,4,3,60,2,0.7500,0.0333
CUST_02546,1,1,60,6,1.0000,0.1000
CUST_10645,3,1,55,2,0.3333,0.0364
CUST_02815,1,0,39,3,0.0000,0.0769
CUST_00994,4,1,49,2,0.2500,0.0408
CUST_06107,2,0,48,2,0.0000,0.0417
CUST_06719,3,1,45,2,0.3333,0.0444
CUST_07617,3,0,55,1,0.0000,0.0182
CUST_03236,6,1,49,3,0.1667,0.0612
CUST_04561,4,1,51,4,0.2500,0.0784
CUST_06727,1,0,39,2,0.0000,0.0513
CUST_08535,1,1,45,5,1.0000,0.1111
CUST_04245,2,0,46,2,0.0000,0.0435
CUST_11927,2,0,74,6,0.0000,0.0811
CUST_06527,3,1,44,3,0.3333,0.0682
CUST_09791,1,0,53,2,0.0000,0.0377
CUST_07741,2,1,51,0,0.5000,0.0000
CUST_07907,2,1,56,5,0.5000,0.0893
CUST_03560,2,1,53,5,0.5000,0.0943
CUST_05823,2,0,40,2,0.0000,0.0500
CUST_04547,4,0,60,2,0.0000,0.0333
CUST_00667,3,2,43,2,0.6667,0.0465
CUST_08974,1,0,58,3,0.0000,0.0517
CUST_04006,4,0,50,1,0.0000,0.0200
CUST_10315,4,1,49,4,0.2500,0.0816
CUST_07435,2,1,52,2,0.5000,0.0385
CUST_00036,3,0,60,1,0.0000,0.0167
CUST_04056,1,1,57,4,1.0000,0.0702
CUST_07773,4,1,55,6,0.2500,0.1091
CUST_02333,3,0,49,2,0.0000,0.0408
CUST_09894,1,0,50,4,0.0000,0.0800
CUST_03099,3,0,53,2,0.0000,0.0377
CUST_09914,3,1,43,4,0.3333,0.0930
CUST_00941,3,2,50,4,0.6667,0.0800
CUST_06512,2,2,53,1,1.0000,0.0189
CUST_05111,4,3,46,2,0.7500,0.0435
CUST_11662,4,2,48,2,0.5000,0.0417
CUST_03303,4,3,45,1,0.7500,0.0222
CUST_08472,2,2,62,3,1.0000,0.0484
CUST_02165,1,0,42,0,0.0000,0.0000
CUST_00692,4,0,46,3,0.0000,0.0652
CUST_06845,3,1,49,0,0.3333,0.0000
CUST_02126,2,0,54,3,0.0000,0.0556
CUST_07649,1,0,47,1,0.0000,0.0213
CUST_03720,1,0,49,4,0.0000,0.0816
CUST_05493,3,2,49,5,0.6667,0.1020
CUST_00909,2,1,48,3,0.5000,0.0625
CUST_06819,2,0,47,6,0.0000,0.1277
CUST_07461,2,0,44,1,0.0000,0.0227
CUST_10740,1,0,41,1,0.0000,0.0244
CUST_06933,1,0,37,3,0.0000,0.0811
CUST_05847,4,2,42,3,0.5000,0.0714
CUST_02810,6,2,48,1,0.3333,0.0208
CUST_05904,1,0,42,1,0.0000,0.0238
CUST_00686,3,2,51,0,0.6667,0.0000
CUST_10406,2,0,55,5,0.0000,0.0909
CUST_00077,7,3,54,0,0.4286,0.0000
CUST_01739,1,0,45,1,0.0000,0.0222
CUST_09320,3,0,52,1,0.0000,0.0192
CUST_02008,4,2,54,7,0.5000,0.1296
CUST_07114,6,0,56,5,0.0000,0.0893
CUST_04386,6,3,48,3,0.5000,0.0625
CUST_04066,2,0,49,1,0.0000,0.0204
CUST_08936,3,2,46,4,0.6667,0.0870
