customer_id,total_spent,number_of_orders,days_since_last_purchase,avg_order_value,customer_segment,churned
CUST_00585,187.07,4,23,46.77,Medium Value,0
CUST_07315,186.41,4,24,46.6,Medium Value,0
CUST_03959,185.08,4,2,46.27,Medium Value,0
CUST_04290,184.51,4,4,46.13,Medium Value,0
CUST_05568,184.12,4,0,46.03,Medium Value,0
CUST_11354,183.65,4,25,45.91,Medium Value,0
CUST_07971,183.61,4,4,45.9,Medium Value,0
CUST_10215,183.57,4,41,45.89,Medium Value,0
CUST_06497,183.55,4,5,45.89,Medium Value,1
CUST_01653,183.42,4,4,45.86,Medium Value,0
CUST_01668,183.4,4,17,45.85,Medium Value,0
CUST_04201,182.91,4,61,45.73,Medium Value,0
CUST_07766,182.17,4,27,45.54,Medium Value,1
CUST_10317,182.17,4,9,45.54,Medium Value,1
CUST_11691,181.74,4,10,45.44,Medium Value,0
CUST_09840,181.06,4,10,45.27,Medium Value,0
CUST_02544,180.84,4,2,45.21,Medium Value,0
CUST_04518,180.33,4,11,45.08,Medium Value,0
CUST_08880,179.99,4,33,45,Medium Value,0
CUST_05683,179.72,4,16,44.93,Medium Value,0
CUST_04098,179.42,4,0,44.86,Medium Value,0
CUST_02354,179.27,4,13,44.82,Medium Value,0
CUST_09066,179.13,4,160,44.78,Medium Value,0
CUST_09196,178.82,4,6,44.71,Medium Value,0
CUST_01688,178.45,4,16,44.61,Medium Value,0
CUST_01522,178.38,4,13,44.6,Medium Value,1
CUST_11013,178.27,4,1,44.57,Medium Value,0
CUST_01253,177.82,4,3,44.46,Medium Value,1
CUST_00017,177.58,4,14,44.4,Medium Value,0
CUST_06732,177.54,4,6,44.39,Medium Value,1
CUST_03351,177.27,4,2,44.32,Medium Value,0
CUST_00804,177.18,4,24,44.3,Medium Value,0
CUST_04393,176.9,4,38,44.23,Medium Value,0
CUST_05396,176.52,4,38,44.13,Medium Value,0
CUST_09037,176.37,4,18,44.09,Medium Value,0
CUST_02108,175.88,4,17,43.97,Medium Value,0
CUST_02718,175.76,4,41,43.94,Medium Value,0
CUST_04625,175.74,4,22,43.94,Medium Value,0
CUST_04159,175.7,4,11,43.93,Medium Value,0
CUST_10644,175.29,4,6,43.82,Medium Value,0
CUST_06820,174.84,4,51,43.71,Medium Value,0
CUST_04964,174.81,4,30,43.7,Medium Value,0
CUST_08034,174.41,4,5,43.6,Medium Value,0
CUST_05807,174.16,4,0,43.54,Medium Value,0
CUST_09770,174.07,4,65,43.52,Medium Value,0
CUST_02466,173.87,4,17,43.47,Medium Value,0
CUST_03651,173.67,4,15,43.42,Medium Value,0
CUST_00496,173.61,4,13,43.4,Medium Value,0
CUST_00294,173.59,4,3,43.4,Medium Value,1
CUST_01645,172.47,4,31,43.12,Medium Value,0
CUST_08178,172.34,4,96,43.09,Medium Value,1
CUST_05780,172.29,4,111,43.07,Medium Value,1
CUST_00765,171.42,4,27,42.86,Medium Value,0
CUST_04493,170.98,4,22,42.75,Medium Value,0
CUST_11732,170.75,4,29,42.69,Medium Value,0
CUST_04334,170.53,4,1,42.63,Medium Value,0
CUST_09966,170.45,4,69,42.61,Medium Value,0
CUST_09065,170.24,4,0,42.56,Medium Value,0
CUST_10244,170.13,4,9,42.53,Medium Value,1
CUST_01326,170.07,4,84,42.52,Medium Value,0
CUST_06112,169.76,4,63,42.44,Medium Value,0
CUST_08638,169.15,4,32,42.29,Medium Value,0
CUST_04322,169.11,4,25,42.28,Medium Value,0
CUST_02658,168.78,4,8,42.2,Medium Value,0
CUST_01266,168.75,4,15,42.19,Medium Value,0
CUST_07610,168.65,4,9,42.16,Medium Value,0
CUST_07818,167.32,4,3,41.83,Medium Value,0
CUST_05937,166.79,4,110,41.7,Medium Value,0
CUST_04576,166.77,4,6,41.69,Medium Value,0
CUST_07281,166.38,4,25,41.6,Medium Value,0
CUST_11487,166.17,4,41,41.54,Medium Value,0
CUST_11356,165.43,4,7,41.36,Medium Value,0
CUST_00484,164.7,4,48,41.18,Medium Value,0
CUST_03306,164.4,4,0,41.1,Medium Value,0
CUST_09788,164.27,4,109,41.07,Medium Value,0
CUST_10006,164.07,4,54,41.02,Medium Value,0
CUST_06073,163.94,4,21,40.99,Medium Value,0
CUST_04632,163.88,4,95,40.97,Medium Value,1
CUST_05855,163.87,4,54,40.97,Medium Value,0
CUST_07905,163.86,4,8,40.97,Medium Value,0
CUST_00659,163.85,4,20,40.96,Medium Value,0
CUST_11122,163.77,4,10,40.94,Medium Value,0
CUST_01399,163.75,4,36,40.94,Medium Value,0
CUST_06007,163.75,4,50,40.94,Medium Value,0
CUST_10172,163.37,4,19,40.84,Medium Value,0
CUST_06792,163.14,4,17,40.79,Medium Value,0
CUST_07422,162.78,4,28,40.7,Medium Value,0
CUST_02918,161.85,4,11,40.46,Medium Value,1
CUST_08892,161.76,4,35,40.44,Medium Value,0
CUST_05157,161.26,4,0,40.32,Medium Value,0
CUST_11341,160.17,4,25,40.04,Medium Value,0
CUST_10801,158.95,4,57,39.74,Medium Value,0
CUST_10747,158.58,4,15,39.65,Medium Value,0
CUST_08606,158.47,4,41,39.62,Medium Value,0
CUST_09934,158.42,4,3,39.61,Medium Value,0
CUST_01992,157.94,4,21,39.49,Medium Value,0
CUST_00015,157.91,4,58,39.48,Medium Value,0
CUST_05177,157.9,4,16,39.48,Medium Value,0
CUST_02371,157.83,4,2,39.46,Medium Value,0
CUST_03176,157.7,4,1,39.43,Medium Value,0
CUST_04787,156.91,4,1,39.23,Medium Value,1
CUST_11010,156.54,4,60,39.14,Medium Value,0
CUST_02320,156.19,4,31,39.05,Medium Value,0
CUST_06152,155.56,4,121,38.89,Medium Value,1
CUST_11844,155.43,4,18,38.86,Medium Value,0
CUST_06360,155.35,4,0,38.84,Medium Value,0
CUST_09214,154.93,4,9,38.73,Medium Value,0
CUST_00685,154.88,4,9,38.72,Medium Value,0
CUST_03280,154.86,4,14,38.72,Medium Value,0
CUST_05664,154.67,4,1,38.67,Medium Value,0
CUST_08542,154.53,4,19,38.63,Medium Value,0
CUST_01580,154.08,4,12,38.52,Medium Value,0
CUST_06228,153.61,4,138,38.4,Medium Value,1
CUST_01371,153.6,4,11,38.4,Medium Value,0
CUST_10546,153.58,4,14,38.4,Medium Value,0
CUST_11835,153.08,4,31,38.27,Medium Value,0
CUST_08502,152.6,4,85,38.15,Medium Value,0
CUST_10850,152.34,4,54,38.09,Medium Value,0
CUST_03469,152.24,4,23,38.06,Medium Value,1
CUST_05843,152.22,4,3,38.06,Medium Value,0
CUST_11963,152.06,4,9,38.02,Medium Value,1
CUST_10630,151.96,4,2,37.99,Medium Value,0
CUST_01107,151.46,4,1,37.87,Medium Value,0
CUST_00410,150.91,4,60,37.73,Medium Value,0
CUST_03718,150.39,4,46,37.6,Medium Value,0
CUST_11646,150.03,4,26,37.51,Medium Value,0
CUST_01090,149.52,4,11,37.38,Medium Value,1
CUST_01758,148.66,4,52,37.17,Medium Value,0
CUST_02964,148.66,4,39,37.17,Medium Value,1
CUST_10342,148.66,4,4,37.17,Medium Value,1
CUST_01062,148.27,4,2,37.07,Medium Value,0
CUST_02285,148.05,4,19,37.01,Medium Value,0
CUST_09459,147.71,4,61,36.93,Medium Value,0
CUST_00505,147.61,4,32,36.9,Medium Value,0
CUST_05219,147.33,4,24,36.83,Medium Value,0
CUST_10092,146.82,4,3,36.71,Medium Value,0
CUST_01243,146.34,4,40,36.59,Medium Value,0
CUST_04261,146.22,4,26,36.56,Medium Value,0
CUST_09946,146.13,4,13,36.53,Medium Value,1
CUST_11661,146.04,4,21,36.51,Medium Value,0
CUST_06501,146.03,4,14,36.51,Medium Value,0
CUST_00720,145.17,4,91,36.29,Medium Value,1
CUST_08147,145.07,4,8,36.27,Medium Value,0
CUST_09661,145.01,4,1,36.25,Medium Value,1
CUST_05080,144.76,4,20,36.19,Medium Value,0
CUST_06044,144.71,4,2,36.18,Medium Value,0
CUST_07180,144.42,4,29,36.11,Medium Value,0
CUST_05162,144.25,4,13,36.06,Medium Value,0
CUST_06012,143.56,4,91,35.89,Medium Value,0
CUST_11882,143.22,4,0,35.81,Medium Value,0
CUST_09330,142.71,4,15,35.68,Medium Value,0
CUST_01473,142.42,4,2,35.61,Medium Value,0
CUST_02665,141.44,4,12,35.36,Medium Value,0
CUST_06653,141.42,4,11,35.36,Medium Value,0
CUST_07414,141.26,4,41,35.32,Medium Value,0
CUST_08724,140.57,4,66,35.14,Medium Value,0
CUST_11284,140.03,4,20,35.01,Medium Value,0
CUST_08848,139.05,4,13,34.76,Medium Value,0
CUST_02591,138.89,4,12,34.72,Medium Value,0
CUST_00145,138.67,4,71,34.67,Medium Value,0
CUST_08776,138.29,4,8,34.57,Medium Value,0
CUST_03594,138.25,4,52,34.56,Medium Value,0
CUST_07022,138.08,4,38,34.52,Medium Value,0
CUST_07788,138.05,4,22,34.51,Medium Value,0
CUST_00299,138.03,4,11,34.51,Medium Value,0
CUST_09056,137.64,4,11,34.41,Medium Value,0
CUST_00117,137.51,4,47,34.38,Medium Value,0
CUST_00165,136.99,4,24,34.25,Medium Value,0
CUST_00432,136.86,4,45,34.22,Medium Value,0
CUST_10256,136.7,4,63,34.18,Medium Value,0
CUST_01545,136.46,4,13,34.12,Medium Value,0
CUST_11755,136.36,4,61,34.09,Medium Value,0
CUST_00661,136.31,4,43,34.08,Medium Value,0
CUST_06739,136.31,4,23,34.08,Medium Value,0
CUST_04601,135.98,4,85,34,Medium Value,0
CUST_03222,135.8,4,29,33.95,Medium Value,0
CUST_06288,135.8,4,30,33.95,Medium Value,1
CUST_01965,135.63,4,18,33.91,Medium Value,0
CUST_05494,135.32,4,35,33.83,Medium Value,0
CUST_05543,135.22,4,64,33.81,Medium Value,0
CUST_03877,134.79,4,7,33.7,Medium Value,0
CUST_11190,134.61,4,36,33.65,Medium Value,0
CUST_09015,134.31,4,8,33.58,Medium Value,0
CUST_06650,133.77,4,7,33.44,Medium Value,0
CUST_03068,133.69,4,26,33.42,Medium Value,0
CUST_00379,133.51,4,77,33.38,Medium Value,1
CUST_11319,132.9,4,25,33.23,Medium Value,1
CUST_03751,132.78,4,1,33.2,Medium Value,0
CUST_05875,132.49,4,15,33.12,Medium Value,0
CUST_09408,132.25,4,10,33.06,Medium Value,0
CUST_07492,131.53,4,46,32.88,Medium Value,0
CUST_05896,131.39,4,17,32.85,Medium Value,0
CUST_09789,131.26,4,12,32.82,Medium Value,0
CUST_05009,131.08,4,11,32.77,Medium Value,0
CUST_02480,131.03,4,14,32.76,Medium Value,0
CUST_07947,130.94,4,29,32.74,Medium Value,1
CUST_09742,130.73,4,37,32.68,Medium Value,0
CUST_06207,130.42,4,25,32.61,Medium Value,0
CUST_01335,130.27,4,15,32.57,Medium Value,0
CUST_00200,130.02,4,2,32.51,Medium Value,0
CUST_05392,129.95,4,47,32.49,Medium Value,0
CUST_03559,129.71,4,6,32.43,Medium Value,1
CUST_01415,129.24,4,22,32.31,Medium Value,0
CUST_01435,128.86,4,72,32.22,Medium Value,0
CUST_05474,128.52,4,62,32.13,Medium Value,0
CUST_10051,128.31,4,18,32.08,Medium Value,0
CUST_11894,128.23,4,7,32.06,Medium Value,0
CUST_00073,128.19,4,22,32.05,Medium Value,0
CUST_10914,128.16,4,17,32.04,Medium Value,0
CUST_02174,128.05,4,41,32.01,Medium Value,0
CUST_05231,128.02,4,2,32.01,Medium Value,0
CUST_04392,127.99,4,15,32,Medium Value,0
CUST_05845,127.9,4,32,31.98,Medium Value,1
CUST_06462,127.74,4,25,31.94,Medium Value,0
CUST_10852,127.58,4,15,31.9,Medium Value,1
CUST_08181,127.05,4,54,31.76,Medium Value,0
CUST_03553,126.99,4,22,31.75,Medium Value,0
CUST_02524,126.68,4,9,31.67,Medium Value,0
CUST_04128,126.47,4,11,31.62,Medium Value,1
CUST_02846,126.34,4,35,31.59,Medium Value,0
CUST_08305,125.98,4,20,31.5,Medium Value,0
CUST_04597,125.49,4,7,31.37,Medium Value,0
CUST_01428,125.23,4,30,31.31,Medium Value,0
CUST_05020,125.15,4,12,31.29,Medium Value,0
CUST_01724,125.12,4,6,31.28,Medium Value,0
CUST_03135,124.99,4,12,31.25,Medium Value,0
CUST_05085,124.75,4,6,31.19,Medium Value,0
CUST_01935,124.66,4,6,31.17,Medium Value,1
CUST_03247,124.49,4,1,31.12,Medium Value,0
CUST_11518,124.23,4,1,31.06,Medium Value,0
CUST_01721,123.99,4,20,31,Medium Value,1
CUST_04421,123.82,4,1,30.96,Medium Value,0
CUST_01899,123.48,4,108,30.87,Medium Value,1
CUST_04256,123.22,4,51,30.81,Medium Value,1
CUST_06624,123.04,4,12,30.76,Medium Value,0
CUST_04791,122.49,4,14,30.62,Medium Value,0
CUST_09513,122.49,4,17,30.62,Medium Value,0
CUST_02546,122.46,4,10,30.62,Medium Value,0
CUST_10645,122.1,4,34,30.53,Medium Value,0
CUST_02815,121.82,4,8,30.46,Medium Value,0
CUST_00994,121.75,4,35,30.44,Medium Value,1
CUST_06107,121.35,4,8,30.34,Medium Value,0
CUST_06719,120.92,4,175,30.23,Medium Value,1
CUST_07617,120.69,4,4,30.17,Medium Value,0
CUST_03236,120.43,4,20,30.11,Medium Value,0
CUST_04561,120.33,4,16,30.08,Medium Value,0
CUST_06727,120.27,4,0,30.07,Medium Value,0
CUST_08535,120.17,4,23,30.04,Medium Value,0
CUST_04245,119.96,4,44,29.99,Medium Value,0
CUST_11927,119.95,4,65,29.99,Medium Value,0
CUST_06527,119.94,4,28,29.99,Medium Value,0
CUST_09791,119.85,4,8,29.96,Medium Value,0
CUST_07741,119.82,4,54,29.96,Medium Value,0
CUST_07907,119.54,4,67,29.89,Medium Value,0
CUST_03560,119.42,4,30,29.86,Medium Value,0
CUST_05823,118.94,4,6,29.74,Medium Value,0
CUST_04547,118.89,4,73,29.72,Medium Value,0
CUST_00667,118.8,4,6,29.7,Medium Value,0
CUST_08974,118.47,4,5,29.62,Medium Value,0
CUST_04006,117.96,4,52,29.49,Medium Value,1
CUST_10315,117.62,4,91,29.41,Medium Value,1
CUST_07435,117.39,4,22,29.35,Medium Value,0
CUST_00036,117.28,4,42,29.32,Medium Value,0
CUST_04056,116.99,4,63,29.25,Medium Value,0
CUST_07773,116.9,4,16,29.23,Medium Value,1
CUST_02333,116.5,4,22,29.13,Medium Value,0
CUST_09894,116.43,4,9,29.11,Medium Value,0
CUST_03099,116.42,4,42,29.11,Medium Value,0
CUST_09914,116.31,4,35,29.08,Medium Value,0
CUST_00941,116.12,4,5,29.03,Medium Value,0
CUST_06512,115.88,4,44,28.97,Medium Value,0
CUST_05111,115.83,4,73,28.96,Medium Value,0
CUST_11662,115.8,4,5,28.95,Medium Value,0
CUST_03303,115.28,4,68,28.82,Medium Value,0
CUST_08472,115.21,4,47,28.8,Medium Value,0
CUST_02165,114.71,4,3,28.68,Medium Value,0
CUST_00692,114.36,4,43,28.59,Medium Value,0
CUST_06845,114.36,4,6,28.59,Medium Value,0
CUST_02126,114.08,4,83,28.52,Medium Value,0
CUST_07649,114.01,4,7,28.5,Medium Value,0
CUST_03720,113.83,4,31,28.46,Medium Value,0
CUST_05493,113.82,4,54,28.46,Medium Value,0
CUST_00909,113.38,4,49,28.35,Medium Value,0
CUST_06819,113.16,4,41,28.29,Medium Value,1
CUST_07461,113.04,4,9,28.26,Medium Value,0
CUST_10740,112.87,4,47,28.22,Medium Value,0
CUST_06933,112.86,4,56,28.22,Medium Value,0
CUST_05847,112.75,4,2,28.19,Medium Value,0
CUST_02810,112.52,4,31,28.13,Medium Value,0
CUST_05904,112.28,4,25,28.07,Medium Value,1
CUST_00686,112.03,4,37,28.01,Medium Value,0
CUST_10406,111.11,4,8,27.78,Medium Value,0
CUST_00077,110.49,4,23,27.62,Medium Value,0
CUST_01739,109.83,4,28,27.46,Medium Value,0
CUST_09320,109.38,4,16,27.35,Medium Value,0
CUST_02008,109.12,4,39,27.28,Medium Value,0
CUST_07114,108.77,4,2,27.19,Medium Value,0
CUST_04386,107.29,4,5,26.82,Medium Value,0
CUST_04066,107.03,4,7,26.76,Medium Value,0
CUST_08936,106.25,4,21,26.56,Medium Value,1
CUST_00047,105.84,4,88,26.46,Medium Value,1
CUST_07765,105.84,4,31,26.46,Medium Value,0
CUST_08429,105.39,4,6,26.35,Medium Value,0
CUST_01065,105.28,4,6,26.32,Medium Value,0
CUST_09462,104.82,4,6,26.21,Medium Value,0
CUST_01800,104.64,4,21,26.16,Medium Value,0
CUST_03842,104.59,4,18,26.15,Medium Value,0
CUST_01480,104.11,4,10,26.03,Medium Value,0
CUST_01898,104.06,4,4,26.02,Medium Value,0
CUST_08071,103.82,4,54,25.96,Medium Value,0
CUST_06470,103.79,4,8,25.95,Medium Value,0
CUST_07233,103.64,4,43,25.91,Medium Value,0
CUST_09425,103.4,4,41,25.85,Medium Value,0
CUST_06233,103.32,4,30,25.83,Medium Value,0
CUST_11968,102.91,4,44,25.73,Medium Value,0
CUST_06572,102.9,4,0,25.73,Medium Value,0
CUST_00813,102.5,4,144,25.63,Medium Value,0
CUST_06773,102.34,4,11,25.59,Medium Value,0
CUST_01917,102.3,4,49,25.58,Medium Value,0
CUST_09848,102.21,4,14,25.55,Medium Value,0
CUST_03316,102.17,4,106,25.54,Medium Value,1
CUST_11001,102.1,4,19,25.53,Medium Value,0
CUST_11372,101.68,4,1,25.42,Medium Value,0
CUST_09273,101.59,4,35,25.4,Medium Value,0
CUST_01495,101.49,4,19,25.37,Medium Value,1
CUST_04735,100.64,4,13,25.16,Medium Value,0
CUST_04137,100.54,4,5,25.14,Medium Value,1
CUST_01927,100.47,4,25,25.12,Medium Value,0
CUST_02491,100.46,4,0,25.12,Medium Value,0
CUST_09305,100.44,4,5,25.11,Medium Value,0
CUST_03417,100.31,4,93,25.08,Medium Value,0
CUST_09680,100.19,4,31,25.05,Medium Value,1
CUST_03443,100.17,4,9,25.04,Medium Value,0
CUST_03988,99.86,4,37,24.97,Low Value,0
CUST_04828,99.37,4,57,24.84,Low Value,0
CUST_04131,99.27,4,6,24.82,Low Value,0
CUST_06168,99.16,4,12,24.79,Low Value,0
CUST_04665,98.94,4,9,24.74,Low Value,0
CUST_01290,98.7,4,73,24.68,Low Value,0
CUST_02345,98.45,4,16,24.61,Low Value,0
CUST_11944,98.32,4,31,24.58,Low Value,0
CUST_06779,98.15,4,2,24.54,Low Value,0
CUST_00341,98.06,4,2,24.52,Low Value,0
CUST_06611,97.97,4,6,24.49,Low Value,1
CUST_02346,97.84,4,80,24.46,Low Value,0
CUST_03829,97.8,4,38,24.45,Low Value,0
CUST_01108,97.44,4,11,24.36,Low Value,0
CUST_04135,97.42,4,110,24.36,Low Value,1
CUST_09717,97.37,4,41,24.34,Low Value,0
CUST_10048,97.25,4,4,24.31,Low Value,0
CUST_09371,97.01,4,53,24.25,Low Value,0
CUST_11564,96.68,4,3,24.17,Low Value,0
CUST_11104,96.43,4,4,24.11,Low Value,0
CUST_03915,96.35,4,6,24.09,Low Value,0
CUST_07878,96.14,4,11,24.04,Low Value,0
CUST_07409,95.87,4,2,23.97,Low Value,0
CUST_08673,95.86,4,26,23.97,Low Value,1
CUST_09681,95.71,4,84,23.93,Low Value,0
CUST_10669,95.55,4,26,23.89,Low Value,0
CUST_07849,95.22,4,28,23.81,Low Value,0
CUST_02195,95.2,4,19,23.8,Low Value,1
CUST_11616,95.19,4,6,23.8,Low Value,0
CUST_03619,95.11,4,52,23.78,Low Value,0
CUST_05878,94.88,4,54,23.72,Low Value,1
CUST_00841,94.8,4,20,23.7,Low Value,0
CUST_07759,94.6,4,0,23.65,Low Value,0
CUST_02158,94.44,4,40,23.61,Low Value,1
CUST_03408,94.34,4,1,23.59,Low Value,0
CUST_04900,94.29,4,11,23.57,Low Value,0
CUST_09398,94.07,4,52,23.52,Low Value,1
CUST_05128,94,4,7,23.5,Low Value,0
CUST_00770,93.64,4,29,23.41,Low Value,0
CUST_10985,93.51,4,5,23.38,Low Value,0
CUST_01926,93.5,4,18,23.38,Low Value,0
CUST_08756,93.33,4,21,23.33,Low Value,1
CUST_01516,93.17,4,1,23.29,Low Value,0
CUST_05625,92.83,4,28,23.21,Low Value,0
CUST_10940,92.66,4,0,23.17,Low Value,0
CUST_06367,92.53,4,2,23.13,Low Value,1
CUST_10806,92.47,4,19,23.12,Low Value,0
CUST_05795,92.2,4,0,23.05,Low Value,0
CUST_04961,91.96,4,9,22.99,Low Value,0
CUST_11025,91.61,4,9,22.9,Low Value,0
CUST_07157,91.46,4,42,22.87,Low Value,0
CUST_08045,91.39,4,29,22.85,Low Value,0
CUST_09924,91.32,4,45,22.83,Low Value,0
CUST_10652,91.07,4,26,22.77,Low Value,0
CUST_07830,91.02,4,74,22.76,Low Value,0
CUST_07109,90.63,4,15,22.66,Low Value,0
CUST_02363,90.42,4,73,22.61,Low Value,0
CUST_08698,90.12,4,35,22.53,Low Value,0
CUST_05756,90.07,4,44,22.52,Low Value,0
CUST_07301,90.03,4,41,22.51,Low Value,0
CUST_08002,89.95,4,3,22.49,Low Value,0
CUST_05029,89.93,4,1,22.48,Low Value,0
CUST_08091,89.61,4,7,22.4,Low Value,0
CUST_00951,89.43,4,26,22.36,Low Value,1
CUST_10291,89.11,4,39,22.28,Low Value,0
CUST_03670,89.01,4,10,22.25,Low Value,0
CUST_09601,88.97,4,25,22.24,Low Value,0
CUST_05404,88.86,4,11,22.22,Low Value,0
CUST_03640,88.82,4,39,22.21,Low Value,0
CUST_03698,88.74,4,8,22.19,Low Value,0
CUST_07643,88.59,4,23,22.15,Low Value,0
CUST_08527,88.33,4,9,22.08,Low Value,0
CUST_04557,88.26,4,14,22.07,Low Value,0
CUST_01850,88.15,4,51,22.04,Low Value,0
CUST_04686,87.74,4,11,21.94,Low Value,0
CUST_10027,87.58,4,113,21.9,Low Value,1
CUST_02426,87.12,4,28,21.78,Low Value,0
CUST_09062,86.59,4,7,21.65,Low Value,0
CUST_08978,86.51,4,6,21.63,Low Value,0
CUST_08611,86.45,4,15,21.61,Low Value,0
CUST_04993,85.98,4,20,21.5,Low Value,0
CUST_07112,85.98,4,110,21.5,Low Value,0
CUST_07153,85.98,4,3,21.5,Low Value,0
CUST_02853,85.87,4,2,21.47,Low Value,0
CUST_11163,85.62,4,61,21.41,Low Value,0
CUST_02578,85.32,4,1,21.33,Low Value,0
CUST_09033,85.22,4,6,21.31,Low Value,0
CUST_01657,85.14,4,28,21.29,Low Value,0
CUST_09260,85.12,4,26,21.28,Low Value,0
CUST_08517,84.54,4,8,21.14,Low Value,0
CUST_00921,83.95,4,28,20.99,Low Value,0
CUST_11406,83.83,4,33,20.96,Low Value,0
CUST_00443,83.7,4,13,20.93,Low Value,0
CUST_06573,83.65,4,11,20.91,Low Value,0
CUST_10144,83.58,4,7,20.9,Low Value,0
CUST_08992,83.07,4,13,20.77,Low Value,0
CUST_06091,83.04,4,13,20.76,Low Value,0
CUST_11798,82.97,4,20,20.74,Low Value,0
CUST_00588,82.91,4,1,20.73,Low Value,0
CUST_03427,82.87,4,23,20.72,Low Value,0
CUST_08217,82.87,4,34,20.72,Low Value,0
CUST_08265,82.75,4,40,20.69,Low Value,0
CUST_10917,82.73,4,4,20.68,Low Value,0
CUST_01701,82.67,4,4,20.67,Low Value,0
CUST_09589,82.65,4,113,20.66,Low Value,1
CUST_07419,82.47,4,19,20.62,Low Value,0
CUST_05179,82.17,4,6,20.54,Low Value,0
CUST_05816,82.12,4,44,20.53,Low Value,0
CUST_10930,82.03,4,77,20.51,Low Value,0
CUST_01073,81.61,4,77,20.4,Low Value,1
CUST_05922,81.39,4,17,20.35,Low Value,0
CUST_08017,81.32,4,24,20.33,Low Value,0
CUST_02724,81.2,4,2,20.3,Low Value,0
CUST_10498,80.75,4,4,20.19,Low Value,0
CUST_05151,80.55,4,17,20.14,Low Value,0
CUST_03440,80.08,4,10,20.02,Low Value,0
CUST_10063,79.96,4,67,19.99,Low Value,1
CUST_09050,79.82,4,0,19.96,Low Value,0
CUST_08824,79.81,4,24,19.95,Low Value,0
CUST_08839,79.79,4,2,19.95,Low Value,0
CUST_02477,79.68,4,2,19.92,Low Value,0
CUST_08967,79.66,4,11,19.92,Low Value,0
CUST_11625,79.64,4,17,19.91,Low Value,1
CUST_00026,79.63,4,0,19.91,Low Value,0
CUST_05559,79.4,4,6,19.85,Low Value,0
CUST_08337,79.32,4,18,19.83,Low Value,0
CUST_07562,79.25,4,12,19.81,Low Value,0
CUST_00050,78.77,4,10,19.69,Low Value,0
CUST_01496,78.64,4,34,19.66,Low Value,1
CUST_09419,78.22,4,2,19.56,Low Value,0
CUST_00502,77.73,4,3,19.43,Low Value,0
CUST_04924,77.58,4,13,19.4,Low Value,0
CUST_00476,77.47,4,27,19.37,Low Value,1
CUST_03368,77.35,4,4,19.34,Low Value,0
CUST_07637,77.05,4,86,19.26,Low Value,0
CUST_01351,77.03,4,53,19.26,Low Value,0
CUST_07167,77.03,4,18,19.26,Low Value,0
CUST_11287,76.92,4,59,19.23,Low Value,0
CUST_06566,76.84,4,33,19.21,Low Value,0
CUST_04243,76.69,4,28,19.17,Low Value,0
CUST_05906,76.65,4,76,19.16,Low Value,0
CUST_06606,76.63,4,15,19.16,Low Value,0
CUST_09249,76.6,4,58,19.15,Low Value,0
CUST_00192,76.37,4,25,19.09,Low Value,0
CUST_09733,76.23,4,58,19.06,Low Value,0
CUST_04726,76.22,4,46,19.06,Low Value,0
CUST_07014,75.87,4,25,18.97,Low Value,0
CUST_03766,75.76,4,82,18.94,Low Value,0
CUST_01838,75.66,4,38,18.92,Low Value,1
CUST_01748,75.6,4,18,18.9,Low Value,0
CUST_03515,75.12,4,28,18.78,Low Value,0
CUST_03590,74.81,4,17,18.7,Low Value,0
CUST_05674,74.74,4,14,18.69,Low Value,0
CUST_05016,74.29,4,6,18.57,Low Value,0
CUST_00562,74.22,4,15,18.56,Low Value,0
CUST_08722,74.07,4,9,18.52,Low Value,0
CUST_10290,73.63,4,12,18.41,Low Value,1
CUST_02969,73.28,4,44,18.32,Low Value,0
CUST_08935,73.24,4,21,18.31,Low Value,0
CUST_01249,73.09,4,12,18.27,Low Value,0
CUST_08272,73.07,4,10,18.27,Low Value,0
CUST_03726,72.93,4,66,18.23,Low Value,0
CUST_04077,72.6,4,60,18.15,Low Value,0
CUST_06458,72.56,4,25,18.14,Low Value,0
CUST_09076,72.48,4,26,18.12,Low Value,1
CUST_09823,72.46,4,81,18.12,Low Value,0
CUST_05497,72.18,4,32,18.05,Low Value,0
CUST_07734,72.1,4,0,18.03,Low Value,0
CUST_06060,71.78,4,0,17.95,Low Value,1
CUST_10618,71.77,4,19,17.94,Low Value,0
CUST_01859,71.72,4,2,17.93,Low Value,0
CUST_07277,71.66,4,8,17.92,Low Value,0
CUST_06951,71.44,4,5,17.86,Low Value,0
CUST_00089,71.28,4,2,17.82,Low Value,0
CUST_02530,71.19,4,36,17.8,Low Value,0
CUST_03938,71.18,4,2,17.8,Low Value,0
CUST_06064,71.17,4,17,17.79,Low Value,0
CUST_03540,71.03,4,8,17.76,Low Value,0
CUST_10526,70.58,4,5,17.65,Low Value,0
CUST_04898,70.56,4,56,17.64,Low Value,1
CUST_08212,70.5,4,51,17.63,Low Value,0
CUST_11393,70.04,4,44,17.51,Low Value,0
CUST_08063,69.99,4,58,17.5,Low Value,0
CUST_04672,69.66,4,9,17.42,Low Value,0
CUST_05448,69.58,4,44,17.4,Low Value,0
CUST_03033,69.57,4,34,17.39,Low Value,0
CUST_05278,69.49,4,17,17.37,Low Value,0
CUST_01502,69.42,4,84,17.36,Low Value,0
CUST_07452,69.36,4,30,17.34,Low Value,0
CUST_08083,69.34,4,6,17.34,Low Value,0
CUST_01536,68.65,4,18,17.16,Low Value,0
