CustomerID,Age,Gender,Country,RegistrationDate,AcquisitionChannel,EmailOpens,EmailClicks,AdImpressions,AdClicks,TotalSpent,NumberOfOrders,DaysSinceLastPurchase,EmailClickRate,AdClickRate,AvgOrderValue,CustomerSegment,Churned
CUST_02379,30,Female,USA,2023-05-25 16:10:09.650804234,Facebook Ads,2,1,38,2,0.47,3,20,0.5,0.05263157894736842,0.15666666666666665,Low Value,0
CUST_02380,38,Male,USA,2023-05-25 17:37:46.088840736,Google Ads,3,1,43,3,388.49,0,17,0.3333333333333333,0.06976744186046512,0.0,Low Value,1
CUST_02381,23,Male,USA,2023-05-25 19:05:22.526877240,Organic Search,5,1,48,3,279.26,3,32,0.2,0.0625,93.08666666666666,Medium Value,0
CUST_02382,23,Female,Canada,2023-05-25 20:32:58.964913742,Referral,5,1,50,1,6.02,0,13,0.2,0.02,0.0,Low Value,0
CUST_02383,39,Female,USA,2023-05-25 22:00:35.402950246,Email,4,2,45,5,20.72,4,17,0.5,0.1111111111111111,5.18,Low Value,0
CUST_02384,34,Male,Canada,2023-05-25 23:28:11.840986750,Facebook Ads,1,1,55,5,320.88,5,53,1.0,0.09090909090909091,64.176,Medium Value,0
CUST_02385,35,Male,Canada,2023-05-26 00:55:48.279023252,Direct,3,1,54,1,259.62,1,11,0.3333333333333333,0.018518518518518517,259.62,Medium Value,0
CUST_02386,25,Female,France,2023-05-26 02:23:24.717059756,Google Ads,0,0,57,2,65.24,6,6,0.0,0.03508771929824561,10.873333333333333,Low Value,0
CUST_02387,32,Female,USA,2023-05-26 03:51:01.155096258,Facebook Ads,5,2,53,2,29.93,1,14,0.4,0.03773584905660377,29.93,Low Value,0
CUST_02388,23,Other,UK,2023-05-26 05:18:37.593132762,Facebook Ads,1,0,51,4,32.18,0,9,0.0,0.0784313725490196,0.0,Low Value,0
CUST_02389,45,Female,UK,2023-05-26 06:46:14.031169264,Facebook Ads,4,2,57,2,327.24,2,70,0.5,0.03508771929824561,163.62,Medium Value,0
CUST_02390,47,Male,USA,2023-05-26 08:13:50.469205768,Google Ads,2,0,44,3,534.42,2,0,0.0,0.06818181818181818,267.21,Medium Value,1
CUST_02391,18,Female,Canada,2023-05-26 09:41:26.907242270,Facebook Ads,2,1,50,3,182.24,3,52,0.5,0.06,60.74666666666667,Medium Value,0
CUST_02392,23,Female,France,2023-05-26 11:09:03.345278774,Facebook Ads,3,1,47,2,70.33,2,8,0.3333333333333333,0.0425531914893617,35.165,Low Value,1
CUST_02393,18,Female,USA,2023-05-26 12:36:39.783315276,Email,4,2,54,3,766.72,6,9,0.5,0.05555555555555555,127.78666666666668,High Value,0
CUST_02394,27,Female,Australia,2023-05-26 14:04:16.221351780,Facebook Ads,4,0,68,2,75.48,2,3,0.0,0.029411764705882353,37.74,Low Value,1
CUST_02395,33,Female,Australia,2023-05-26 15:31:52.659388282,Organic Search,3,2,53,1,238.08,2,22,0.6666666666666666,0.018867924528301886,119.04,Medium Value,0
CUST_02396,18,Female,UK,2023-05-26 16:59:29.097424786,Email,3,1,61,2,507.78,2,1,0.3333333333333333,0.03278688524590164,253.89,Medium Value,0
CUST_02397,23,Male,France,2023-05-26 18:27:05.535461288,Google Ads,5,2,48,2,262.37,1,17,0.4,0.041666666666666664,262.37,Medium Value,0
CUST_02398,22,Female,UK,2023-05-26 19:54:41.973497792,Referral,4,1,47,2,496.96,5,39,0.25,0.0425531914893617,99.392,Medium Value,0
CUST_02399,37,Male,Canada,2023-05-26 21:22:18.411534294,Email,7,2,54,1,56.59,2,37,0.2857142857142857,0.018518518518518517,28.295,Low Value,0
CUST_02400,35,Male,Japan,2023-05-26 22:49:54.849570798,Google Ads,4,1,54,3,84.14,8,4,0.25,0.05555555555555555,10.5175,Low Value,0
CUST_02401,26,Male,USA,2023-05-27 00:17:31.287607300,Google Ads,6,2,54,1,226.07,0,12,0.3333333333333333,0.018518518518518517,0.0,Low Value,0
CUST_02402,37,Male,USA,2023-05-27 01:45:07.725643804,Organic Search,8,2,41,6,134.32,3,46,0.25,0.14634146341463414,44.77333333333333,Medium Value,0
CUST_02403,28,Female,USA,2023-05-27 03:12:44.163680306,Organic Search,3,0,53,4,40.49,1,4,0.0,0.07547169811320754,40.49,Low Value,0
CUST_02404,31,Female,UK,2023-05-27 04:40:20.601716810,Email,3,2,61,5,279.32,3,7,0.6666666666666666,0.08196721311475409,93.10666666666667,Medium Value,0
CUST_02405,55,Male,USA,2023-05-27 06:07:57.039753312,Facebook Ads,3,2,59,3,83.86,3,6,0.6666666666666666,0.05084745762711865,27.953333333333333,Low Value,0
CUST_02406,51,Female,Australia,2023-05-27 07:35:33.477789816,Email,6,1,63,6,458.6,1,78,0.16666666666666666,0.09523809523809523,458.6,Medium Value,1
CUST_02407,19,Male,Canada,2023-05-27 09:03:09.915826320,Organic Search,2,0,57,7,265.3,4,0,0.0,0.12280701754385964,66.325,Medium Value,0
CUST_02408,44,Male,France,2023-05-27 10:30:46.353862822,Referral,3,2,47,2,81.64,2,3,0.6666666666666666,0.0425531914893617,40.82,Low Value,0
CUST_02409,44,Female,USA,2023-05-27 11:58:22.791899326,Email,2,1,61,5,133.35,3,132,0.5,0.08196721311475409,44.449999999999996,Medium Value,1
CUST_02410,21,Female,USA,2023-05-27 13:25:59.229935828,Facebook Ads,4,3,46,3,561.37,1,38,0.75,0.06521739130434782,561.37,Medium Value,0
CUST_02411,44,Male,USA,2023-05-27 14:53:35.667972332,Google Ads,3,2,46,1,175.99,1,37,0.6666666666666666,0.021739130434782608,175.99,Medium Value,1
CUST_02412,53,Female,USA,2023-05-27 16:21:12.106008834,Google Ads,1,1,50,2,281.47,3,10,1.0,0.04,93.82333333333334,Medium Value,0
CUST_02413,21,Male,Canada,2023-05-27 17:48:48.544045338,Organic Search,2,1,60,4,631.65,2,30,0.5,0.06666666666666667,315.825,Medium Value,0
CUST_02414,23,Other,Japan,2023-05-27 19:16:24.982081840,Google Ads,2,0,52,1,299.51,2,18,0.0,0.019230769230769232,149.755,Medium Value,0
CUST_02415,47,Male,USA,2023-05-27 20:44:01.420118344,Email,5,1,37,1,8.48,1,11,0.2,0.02702702702702703,8.48,Low Value,0
CUST_02416,38,Male,UK,2023-05-27 22:11:37.858154846,Organic Search,3,1,60,2,59.24,3,2,0.3333333333333333,0.03333333333333333,19.746666666666666,Low Value,0
CUST_02417,41,Female,Canada,2023-05-27 23:39:14.296191350,Facebook Ads,5,0,51,2,65.44,4,165,0.0,0.0392156862745098,16.36,Low Value,1
CUST_02418,39,Female,USA,2023-05-28 01:06:50.734227852,Organic Search,1,1,51,0,150.07,2,2,1.0,0.0,75.035,Medium Value,0
CUST_02419,39,Male,Canada,2023-05-28 02:34:27.172264356,Email,1,1,51,2,89.69,2,21,1.0,0.0392156862745098,44.845,Low Value,0
CUST_02420,19,Female,USA,2023-05-28 04:02:03.610300858,Facebook Ads,2,0,36,1,191.05,3,21,0.0,0.027777777777777776,63.68333333333334,Medium Value,0
CUST_02421,47,Male,Australia,2023-05-28 05:29:40.048337362,Referral,2,1,41,4,508.63,3,39,0.5,0.0975609756097561,169.54333333333332,High Value,1
CUST_02422,49,Female,Germany,2023-05-28 06:57:16.486373864,Organic Search,2,1,45,4,268.96,1,5,0.5,0.08888888888888889,268.96,Medium Value,0
CUST_02423,32,Male,USA,2023-05-28 08:24:52.924410368,Facebook Ads,4,0,51,2,1.02,2,62,0.0,0.0392156862745098,0.51,Low Value,0
CUST_02424,34,Female,UK,2023-05-28 09:52:29.362446870,Referral,4,3,59,1,589.22,3,46,0.75,0.01694915254237288,196.40666666666667,High Value,0
CUST_02425,18,Female,USA,2023-05-28 11:20:05.800483374,Organic Search,2,1,58,6,40.74,3,26,0.5,0.10344827586206896,13.58,Low Value,0
CUST_02426,41,Male,Germany,2023-05-28 12:47:42.238519876,Organic Search,1,0,44,2,87.12,4,28,0.0,0.045454545454545456,21.78,Low Value,0
CUST_02427,41,Female,France,2023-05-28 14:15:18.676556380,Organic Search,3,1,53,4,13.84,1,12,0.3333333333333333,0.07547169811320754,13.84,Low Value,0
CUST_02428,34,Other,France,2023-05-28 15:42:55.114592882,Facebook Ads,3,0,46,1,38.33,0,2,0.0,0.021739130434782608,0.0,Low Value,0
CUST_02429,48,Female,USA,2023-05-28 17:10:31.552629386,Facebook Ads,0,0,51,3,571.88,3,7,0.0,0.058823529411764705,190.62666666666667,High Value,0
CUST_02430,30,Male,USA,2023-05-28 18:38:07.990665888,Organic Search,3,2,47,2,180.18,3,39,0.6666666666666666,0.0425531914893617,60.06,Medium Value,0
CUST_02431,41,Female,Canada,2023-05-28 20:05:44.428702392,Google Ads,3,0,69,3,53.25,2,0,0.0,0.043478260869565216,26.625,Low Value,1
CUST_02432,22,Female,Japan,2023-05-28 21:33:20.866738896,Referral,5,1,59,2,41.47,3,4,0.2,0.03389830508474576,13.823333333333332,Low Value,0
CUST_02433,34,Female,Australia,2023-05-28 23:00:57.304775398,Facebook Ads,2,2,50,4,388.06,3,61,1.0,0.08,129.35333333333332,Medium Value,0
CUST_02434,32,Female,USA,2023-05-29 00:28:33.742811902,Organic Search,1,0,36,2,26.79,6,51,0.0,0.05555555555555555,4.465,Low Value,0
CUST_02435,37,Male,France,2023-05-29 01:56:10.180848404,Email,2,1,53,2,85.59,6,47,0.5,0.03773584905660377,14.265,Low Value,0
CUST_02436,30,Female,Australia,2023-05-29 03:23:46.618884908,Email,1,1,61,2,100.22,0,23,1.0,0.03278688524590164,0.0,Low Value,0
CUST_02437,33,Female,USA,2023-05-29 04:51:23.056921410,Organic Search,2,1,48,0,15.49,3,50,0.5,0.0,5.163333333333333,Low Value,0
CUST_02438,44,Male,France,2023-05-29 06:18:59.494957914,Organic Search,2,0,44,2,106.38,1,24,0.0,0.045454545454545456,106.38,Medium Value,0
CUST_02439,29,Female,USA,2023-05-29 07:46:35.932994416,Facebook Ads,4,0,38,1,307.1,4,17,0.0,0.02631578947368421,76.775,Medium Value,0
CUST_02440,18,Female,USA,2023-05-29 09:14:12.371030920,Google Ads,3,1,49,4,303.79,2,106,0.3333333333333333,0.08163265306122448,151.895,Medium Value,1
CUST_02441,55,Female,USA,2023-05-29 10:41:48.809067422,Referral,4,1,55,2,42.42,1,117,0.25,0.03636363636363636,42.42,Low Value,1
CUST_02442,51,Male,Canada,2023-05-29 12:09:25.247103926,Referral,6,1,63,3,283.99,4,7,0.16666666666666666,0.047619047619047616,70.9975,Medium Value,0
CUST_02443,19,Female,France,2023-05-29 13:37:01.685140428,Google Ads,1,0,48,3,64.26,2,9,0.0,0.0625,32.13,Low Value,0
CUST_02444,43,Male,Canada,2023-05-29 15:04:38.123176932,Facebook Ads,3,2,45,3,257.16,4,9,0.6666666666666666,0.06666666666666667,64.29,Medium Value,0
CUST_02445,28,Female,USA,2023-05-29 16:32:14.561213434,Facebook Ads,2,1,57,3,244.23,0,0,0.5,0.05263157894736842,0.0,Low Value,0
CUST_02446,38,Female,USA,2023-05-29 17:59:50.999249938,Direct,3,0,47,3,366.31,3,32,0.0,0.06382978723404255,122.10333333333334,Medium Value,0
CUST_02447,38,Female,UK,2023-05-29 19:27:27.437286440,Google Ads,4,1,51,2,883.14,4,40,0.25,0.0392156862745098,220.785,High Value,0
CUST_02448,32,Male,UK,2023-05-29 20:55:03.875322944,Google Ads,7,2,47,1,20.27,0,3,0.2857142857142857,0.02127659574468085,0.0,Low Value,1
CUST_02449,25,Female,UK,2023-05-29 22:22:40.313359446,Google Ads,1,0,45,2,59.0,2,68,0.0,0.044444444444444446,29.5,Low Value,0
CUST_02450,26,Female,USA,2023-05-29 23:50:16.751395950,Organic Search,6,2,35,0,193.66,5,5,0.3333333333333333,0.0,38.732,Medium Value,0
CUST_02451,24,Male,Germany,2023-05-30 01:17:53.189432452,Referral,4,3,49,3,157.32,2,30,0.75,0.061224489795918366,78.66,Medium Value,0
CUST_02452,25,Female,Australia,2023-05-30 02:45:29.627468956,Facebook Ads,1,0,69,1,358.91,2,51,0.0,0.014492753623188406,179.455,Medium Value,0
CUST_02453,34,Female,Canada,2023-05-30 04:13:06.065505458,Google Ads,3,0,50,2,21.4,0,19,0.0,0.04,0.0,Low Value,0
CUST_02454,26,Female,Germany,2023-05-30 05:40:42.503541962,Email,3,2,61,2,133.94,3,6,0.6666666666666666,0.03278688524590164,44.64666666666667,Medium Value,0
CUST_02455,43,Male,Australia,2023-05-30 07:08:18.941578466,Google Ads,5,1,58,5,85.94,1,1,0.2,0.08620689655172414,85.94,Low Value,0
CUST_02456,52,Male,UK,2023-05-30 08:35:55.379614968,Google Ads,2,1,52,4,15.19,4,25,0.5,0.07692307692307693,3.7975,Low Value,0
CUST_02457,28,Female,Germany,2023-05-30 10:03:31.817651472,Referral,0,0,41,4,273.87,1,14,0.0,0.0975609756097561,273.87,Medium Value,0
CUST_02458,37,Male,Germany,2023-05-30 11:31:08.255687974,Referral,1,0,54,7,126.93,2,2,0.0,0.12962962962962962,63.465,Medium Value,0
CUST_02459,40,Male,USA,2023-05-30 12:58:44.693724478,Direct,2,1,35,2,14.11,0,58,0.5,0.05714285714285714,0.0,Low Value,0
CUST_02460,40,Female,UK,2023-05-30 14:26:21.131760980,Email,2,1,48,1,1.6,2,1,0.5,0.020833333333333332,0.8,Low Value,0
CUST_02461,35,Male,France,2023-05-30 15:53:57.569797484,Facebook Ads,4,2,41,2,4.79,2,45,0.5,0.04878048780487805,2.395,Low Value,0
CUST_02462,43,Female,USA,2023-05-30 17:21:34.007833986,Organic Search,2,0,49,4,100.11,2,43,0.0,0.08163265306122448,50.055,Medium Value,0
CUST_02463,40,Female,Australia,2023-05-30 18:49:10.445870490,Google Ads,2,1,50,2,473.35,0,0,0.5,0.04,0.0,Low Value,0
CUST_02464,20,Female,UK,2023-05-30 20:16:46.883906992,Google Ads,4,0,60,3,58.34,1,4,0.0,0.05,58.34,Low Value,0
CUST_02465,45,Female,Canada,2023-05-30 21:44:23.321943496,Facebook Ads,4,0,30,0,28.58,0,34,0.0,0.0,0.0,Low Value,1
CUST_02466,45,Male,UK,2023-05-30 23:11:59.759979998,Direct,10,1,48,1,173.87,4,17,0.1,0.020833333333333332,43.4675,Medium Value,0
CUST_02467,25,Male,Canada,2023-05-31 00:39:36.198016502,Organic Search,5,2,55,3,128.19,5,26,0.4,0.05454545454545454,25.637999999999998,Medium Value,0
CUST_02468,35,Female,France,2023-05-31 02:07:12.636053004,Google Ads,5,2,54,5,246.45,1,9,0.4,0.09259259259259259,246.45,Medium Value,0
CUST_02469,43,Male,Canada,2023-05-31 03:34:49.074089508,Google Ads,1,1,46,1,92.81,1,8,1.0,0.021739130434782608,92.81,Low Value,0
CUST_02470,32,Female,Australia,2023-05-31 05:02:25.512126010,Referral,4,2,66,4,54.4,5,24,0.5,0.06060606060606061,10.879999999999999,Low Value,0
CUST_02471,47,Female,Canada,2023-05-31 06:30:01.950162514,Referral,3,1,55,4,276.71,3,11,0.3333333333333333,0.07272727272727272,92.23666666666666,Medium Value,0
CUST_02472,63,Male,UK,2023-05-31 07:57:38.388199016,Organic Search,2,1,39,1,136.11,1,0,0.5,0.02564102564102564,136.11,Medium Value,1
CUST_02473,25,Female,Japan,2023-05-31 09:25:14.826235520,Google Ads,4,0,48,1,354.42,3,8,0.0,0.020833333333333332,118.14,Medium Value,0
CUST_02474,18,Male,USA,2023-05-31 10:52:51.264272022,Email,0,0,61,4,7.29,2,8,0.0,0.06557377049180328,3.645,Low Value,1
CUST_02475,38,Male,Germany,2023-05-31 12:20:27.702308526,Organic Search,3,0,47,0,22.21,3,9,0.0,0.0,7.403333333333333,Low Value,0
CUST_02476,43,Female,USA,2023-05-31 13:48:04.140345028,Direct,2,0,48,2,97.28,3,37,0.0,0.041666666666666664,32.42666666666667,Low Value,0
CUST_02477,32,Female,France,2023-05-31 15:15:40.578381532,Google Ads,6,1,43,2,79.68,4,2,0.16666666666666666,0.046511627906976744,19.92,Low Value,0
CUST_02478,52,Female,UK,2023-05-31 16:43:17.016418036,Email,7,1,61,2,9.8,2,1,0.14285714285714285,0.03278688524590164,4.9,Low Value,1
CUST_02479,18,Male,Japan,2023-05-31 18:10:53.454454538,Google Ads,6,2,50,1,63.23,1,17,0.3333333333333333,0.02,63.23,Low Value,0
CUST_02480,43,Male,Australia,2023-05-31 19:38:29.892491042,Facebook Ads,4,1,53,5,131.03,4,14,0.25,0.09433962264150944,32.7575,Medium Value,0
CUST_02481,27,Male,USA,2023-05-31 21:06:06.330527544,Google Ads,1,0,61,3,246.16,3,46,0.0,0.04918032786885246,82.05333333333333,Medium Value,0
CUST_02482,55,Male,USA,2023-05-31 22:33:42.768564048,Referral,6,4,60,1,55.98,2,54,0.6666666666666666,0.016666666666666666,27.99,Low Value,1
CUST_02483,58,Male,UK,2023-06-01 00:01:19.206600550,Facebook Ads,5,2,45,5,328.7,2,18,0.4,0.1111111111111111,164.35,Medium Value,0
CUST_02484,25,Female,Canada,2023-06-01 01:28:55.644637054,Facebook Ads,3,2,40,4,381.7,2,7,0.6666666666666666,0.1,190.85,Medium Value,0
CUST_02485,28,Female,USA,2023-06-01 02:56:32.082673556,Facebook Ads,3,2,60,2,59.81,2,10,0.6666666666666666,0.03333333333333333,29.905,Low Value,0
CUST_02486,45,Male,USA,2023-06-01 04:24:08.520710060,Referral,2,0,35,0,103.29,3,43,0.0,0.0,34.43,Medium Value,0
CUST_02487,30,Male,UK,2023-06-01 05:51:44.958746562,Organic Search,1,0,47,2,673.54,3,3,0.0,0.0425531914893617,224.51333333333332,High Value,0
CUST_02488,34,Female,USA,2023-06-01 07:19:21.396783066,Google Ads,3,2,51,1,187.18,2,20,0.6666666666666666,0.0196078431372549,93.59,Medium Value,0
CUST_02489,35,Female,Australia,2023-06-01 08:46:57.834819568,Google Ads,3,2,48,2,110.52,0,72,0.6666666666666666,0.041666666666666664,0.0,Low Value,0
CUST_02490,18,Female,France,2023-06-01 10:14:34.272856072,Email,4,1,48,2,219.27,1,6,0.25,0.041666666666666664,219.27,Medium Value,0
CUST_02491,34,Male,France,2023-06-01 11:42:10.710892574,Facebook Ads,3,2,61,1,100.46,4,0,0.6666666666666666,0.01639344262295082,25.115,Medium Value,0
CUST_02492,26,Male,USA,2023-06-01 13:09:47.148929078,Facebook Ads,3,1,51,6,956.19,5,19,0.3333333333333333,0.11764705882352941,191.238,High Value,0
CUST_02493,29,Female,USA,2023-06-01 14:37:23.586965580,Organic Search,5,1,42,2,6.3,4,12,0.2,0.047619047619047616,1.575,Low Value,0
CUST_02494,52,Female,Canada,2023-06-01 16:05:00.025002084,Google Ads,3,1,46,3,29.6,5,37,0.3333333333333333,0.06521739130434782,5.92,Low Value,0
CUST_02495,19,Female,Japan,2023-06-01 17:32:36.463038586,Direct,1,1,65,2,296.66,3,54,1.0,0.03076923076923077,98.88666666666667,Medium Value,0
CUST_02496,44,Female,USA,2023-06-01 19:00:12.901075090,Google Ads,5,2,51,3,335.89,6,8,0.4,0.058823529411764705,55.98166666666666,Medium Value,0
CUST_02497,31,Male,USA,2023-06-01 20:27:49.339111592,Google Ads,4,0,65,3,153.04,1,11,0.0,0.046153846153846156,153.04,Medium Value,0
CUST_02498,31,Male,USA,2023-06-01 21:55:25.777148096,Facebook Ads,5,1,55,4,69.81,1,0,0.2,0.07272727272727272,69.81,Low Value,0
CUST_02499,44,Female,Germany,2023-06-01 23:23:02.215184598,Email,4,2,45,1,247.14,0,28,0.5,0.022222222222222223,0.0,Low Value,0
CUST_02500,39,Male,UK,2023-06-02 00:50:38.653221102,Google Ads,2,1,42,0,39.78,2,24,0.5,0.0,19.89,Low Value,0
CUST_02501,41,Female,USA,2023-06-02 02:18:15.091257604,Organic Search,2,0,44,1,54.53,3,20,0.0,0.022727272727272728,18.176666666666666,Low Value,0
CUST_02502,46,Male,Canada,2023-06-02 03:45:51.529294108,Facebook Ads,1,1,38,1,312.52,3,8,1.0,0.02631578947368421,104.17333333333333,Medium Value,0
CUST_02503,31,Male,UK,2023-06-02 05:13:27.967330612,Google Ads,4,0,53,2,237.72,0,26,0.0,0.03773584905660377,0.0,Low Value,0
CUST_02504,27,Male,Canada,2023-06-02 06:41:04.405367114,Referral,3,0,59,2,156.46,1,28,0.0,0.03389830508474576,156.46,Medium Value,0
CUST_02505,21,Male,Germany,2023-06-02 08:08:40.843403618,Direct,1,1,47,1,37.7,2,52,1.0,0.02127659574468085,18.85,Low Value,0
CUST_02506,25,Male,France,2023-06-02 09:36:17.281440120,Organic Search,2,0,60,2,369.52,3,12,0.0,0.03333333333333333,123.17333333333333,Medium Value,0
CUST_02507,70,Female,Germany,2023-06-02 11:03:53.719476624,Referral,3,0,46,1,14.89,3,56,0.0,0.021739130434782608,4.963333333333334,Low Value,0
CUST_02508,49,Female,UK,2023-06-02 12:31:30.157513126,Google Ads,3,0,46,0,214.51,2,46,0.0,0.0,107.255,Medium Value,0
CUST_02509,18,Male,Australia,2023-06-02 13:59:06.595549630,Facebook Ads,3,2,49,4,276.42,4,53,0.6666666666666666,0.08163265306122448,69.105,Medium Value,1
CUST_02510,19,Male,Australia,2023-06-02 15:26:43.033586132,Facebook Ads,4,1,33,0,68.56,2,5,0.25,0.0,34.28,Low Value,0
CUST_02511,40,Other,USA,2023-06-02 16:54:19.471622636,Direct,5,2,53,3,295.85,1,6,0.4,0.05660377358490566,295.85,Medium Value,0
CUST_02512,41,Male,USA,2023-06-02 18:21:55.909659138,Email,5,1,49,4,5.37,3,54,0.2,0.08163265306122448,1.79,Low Value,1
CUST_02513,41,Male,France,2023-06-02 19:49:32.347695642,Google Ads,4,0,49,2,543.84,1,24,0.0,0.04081632653061224,543.84,Medium Value,1
CUST_02514,31,Male,USA,2023-06-02 21:17:08.785732144,Facebook Ads,5,3,57,3,95.74,3,30,0.6,0.05263157894736842,31.91333333333333,Low Value,0
CUST_02515,33,Female,Australia,2023-06-02 22:44:45.223768648,Google Ads,2,2,36,2,364.84,2,19,1.0,0.05555555555555555,182.42,Medium Value,0
CUST_02516,38,Male,USA,2023-06-03 00:12:21.661805150,Google Ads,2,2,55,1,76.78,6,37,1.0,0.01818181818181818,12.796666666666667,Low Value,0
CUST_02517,36,Female,Australia,2023-06-03 01:39:58.099841654,Email,2,0,44,1,245.45,2,25,0.0,0.022727272727272728,122.725,Medium Value,1
CUST_02518,18,Male,UK,2023-06-03 03:07:34.537878156,Facebook Ads,5,0,53,1,167.87,1,3,0.0,0.018867924528301886,167.87,Medium Value,0
CUST_02519,32,Male,France,2023-06-03 04:35:10.975914660,Google Ads,1,1,56,1,119.07,1,9,1.0,0.017857142857142856,119.07,Medium Value,0
CUST_02520,24,Male,USA,2023-06-03 06:02:47.413951162,Google Ads,2,0,50,3,957.0,3,75,0.0,0.06,319.0,High Value,0
CUST_02521,37,Female,Japan,2023-06-03 07:30:23.851987666,Email,3,1,49,2,319.55,1,17,0.3333333333333333,0.04081632653061224,319.55,Medium Value,1
CUST_02522,70,Female,USA,2023-06-03 08:58:00.290024168,Organic Search,1,0,56,2,27.72,4,6,0.0,0.03571428571428571,6.93,Low Value,0
CUST_02523,39,Male,USA,2023-06-03 10:25:36.728060672,Facebook Ads,3,1,52,4,746.18,3,13,0.3333333333333333,0.07692307692307693,248.72666666666666,High Value,0
CUST_02524,31,Male,USA,2023-06-03 11:53:13.166097174,Organic Search,1,0,48,5,126.68,4,9,0.0,0.10416666666666667,31.67,Medium Value,0
CUST_02525,46,Female,Japan,2023-06-03 13:20:49.604133678,Google Ads,2,0,60,3,202.63,2,30,0.0,0.05,101.315,Medium Value,1
CUST_02526,40,Female,Canada,2023-06-03 14:48:26.042170182,Google Ads,3,1,47,4,25.17,1,24,0.3333333333333333,0.0851063829787234,25.17,Low Value,0
CUST_02527,40,Male,Germany,2023-06-03 16:16:02.480206684,Referral,1,0,53,5,875.09,4,3,0.0,0.09433962264150944,218.7725,High Value,0
CUST_02528,42,Female,Germany,2023-06-03 17:43:38.918243188,Facebook Ads,2,2,47,1,129.39,3,65,1.0,0.02127659574468085,43.129999999999995,Medium Value,1
CUST_02529,59,Male,Australia,2023-06-03 19:11:15.356279690,Facebook Ads,1,1,59,0,123.4,0,12,1.0,0.0,0.0,Low Value,0
CUST_02530,21,Male,UK,2023-06-03 20:38:51.794316194,Direct,2,0,40,3,71.19,4,36,0.0,0.075,17.7975,Low Value,0
CUST_02531,40,Male,UK,2023-06-03 22:06:28.232352696,Facebook Ads,3,1,56,2,97.79,2,18,0.3333333333333333,0.03571428571428571,48.895,Low Value,0
CUST_02532,23,Female,Germany,2023-06-03 23:34:04.670389200,Google Ads,3,1,51,0,289.56,2,108,0.3333333333333333,0.0,144.78,Medium Value,1
CUST_02533,41,Male,Germany,2023-06-04 01:01:41.108425702,Direct,3,0,51,2,19.57,4,31,0.0,0.0392156862745098,4.8925,Low Value,0
CUST_02534,23,Female,USA,2023-06-04 02:29:17.546462206,Google Ads,1,0,47,2,65.25,3,104,0.0,0.0425531914893617,21.75,Low Value,0
CUST_02535,29,Female,USA,2023-06-04 03:56:53.984498708,Organic Search,5,2,52,2,83.98,3,48,0.4,0.038461538461538464,27.993333333333336,Low Value,0
CUST_02536,31,Female,USA,2023-06-04 05:24:30.422535212,Facebook Ads,3,2,50,1,57.83,3,26,0.6666666666666666,0.02,19.276666666666667,Low Value,0
CUST_02537,46,Male,USA,2023-06-04 06:52:06.860571714,Email,5,2,51,4,48.08,1,29,0.4,0.0784313725490196,48.08,Low Value,0
CUST_02538,46,Male,Canada,2023-06-04 08:19:43.298608218,Email,5,1,55,3,1352.77,2,35,0.2,0.05454545454545454,676.385,Medium Value,0
CUST_02539,20,Female,UK,2023-06-04 09:47:19.736644720,Facebook Ads,2,1,52,4,338.76,4,33,0.5,0.07692307692307693,84.69,Medium Value,1
CUST_02540,35,Female,Japan,2023-06-04 11:14:56.174681224,Organic Search,4,1,49,2,49.2,1,2,0.25,0.04081632653061224,49.2,Low Value,0
CUST_02541,26,Female,USA,2023-06-04 12:42:32.612717726,Direct,5,1,40,1,452.49,0,28,0.2,0.025,0.0,Low Value,0
CUST_02542,19,Male,Germany,2023-06-04 14:10:09.050754230,Google Ads,2,0,40,3,100.23,6,10,0.0,0.075,16.705000000000002,Medium Value,0
CUST_02543,32,Male,Canada,2023-06-04 15:37:45.488790732,Referral,1,0,47,4,16.6,3,13,0.0,0.0851063829787234,5.533333333333334,Low Value,0
CUST_02544,31,Female,USA,2023-06-04 17:05:21.926827236,Google Ads,1,0,55,4,180.84,4,2,0.0,0.07272727272727272,45.21,Medium Value,0
CUST_02545,64,Male,UK,2023-06-04 18:32:58.364863738,Google Ads,2,1,61,2,151.37,1,43,0.5,0.03278688524590164,151.37,Medium Value,0
CUST_02546,40,Female,Japan,2023-06-04 20:00:34.802900242,Direct,1,1,60,6,122.46,4,10,1.0,0.1,30.615,Medium Value,0
CUST_02547,18,Male,USA,2023-06-04 21:28:11.240936744,Email,3,0,38,3,40.15,0,14,0.0,0.07894736842105263,0.0,Low Value,0
CUST_02548,28,Male,Canada,2023-06-04 22:55:47.678973248,Google Ads,1,0,58,3,286.07,5,32,0.0,0.05172413793103448,57.214,Medium Value,0
CUST_02549,47,Male,USA,2023-06-05 00:23:24.117009750,Email,3,0,57,3,146.28,3,120,0.0,0.05263157894736842,48.76,Medium Value,0
CUST_02550,60,Male,USA,2023-06-05 01:51:00.555046254,Facebook Ads,2,1,53,3,344.28,2,1,0.5,0.05660377358490566,172.14,Medium Value,0
CUST_02551,18,Male,UK,2023-06-05 03:18:36.993082758,Email,4,2,53,0,42.64,2,1,0.5,0.0,21.32,Low Value,0
CUST_02552,18,Female,France,2023-06-05 04:46:13.431119260,Organic Search,4,3,62,4,744.21,3,11,0.75,0.06451612903225806,248.07000000000002,High Value,0
